,weekday,SM1_Index_PX-LAST-CHF,SM1_Index_start,SM1_Index_weeklyReturn,ES1_Index_PX-LAST-CHF,ES1_Index_start,ES1_Index_weeklyReturn,PT1_Index_PX-LAST-CHF,PT1_Index_start,PT1_Index_weeklyReturn,VG1_Index_PX-LAST-CHF,VG1_Index_start,VG1_Index_weeklyReturn,Z 1_Index_PX-LAST-CHF,Z 1_Index_start,Z 1_Index_weeklyReturn,GX1_Index_PX-LAST-CHF,GX1_Index_start,GX1_Index_weeklyReturn,ST1_Index_PX-LAST-CHF,ST1_Index_start,ST1_Index_weeklyReturn,CF1_Index_PX-LAST-CHF,CF1_Index_start,CF1_Index_weeklyReturn,OI1_Index_PX-LAST-CHF,OI1_Index_start,OI1_Index_weeklyReturn,QC1_Index_PX-LAST-CHF,QC1_Index_start,QC1_Index_weeklyReturn,ATT1_Index_PX-LAST-CHF,ATT1_Index_start,ATT1_Index_weeklyReturn,BE1_Index_PX-LAST-CHF,BE1_Index_start,BE1_Index_weeklyReturn,EO1_Index_PX-LAST-CHF,EO1_Index_start,EO1_Index_weeklyReturn,OT1_Index_PX-LAST-CHF,OT1_Index_start,OT1_Index_weeklyReturn,XP1_Index_PX-LAST-CHF,XP1_Index_start,XP1_Index_weeklyReturn,TP1_Index_PX-LAST-CHF,TP1_Index_start,TP1_Index_weeklyReturn,NI1_Index_PX-LAST-CHF,NI1_Index_start,NI1_Index_weeklyReturn,HI1_Index_PX-LAST-CHF,HI1_Index_start,HI1_Index_weeklyReturn,IH1_Index_PX-LAST-CHF,IH1_Index_start,IH1_Index_weeklyReturn,MES1_Index_PX-LAST-CHF,MES1_Index_start,MES1_Index_weeklyReturn,BZ1_Index_PX-LAST-CHF,BZ1_Index_start,BZ1_Index_weeklyReturn
1999-03-09,Tuesday,4669.42,,,2120.33934,,,,excluded,,3557.79482,,,12013.02589,,,11279.96057,,,,excluded,,4466.47234,,,40.00202,,,,excluded,,,excluded,,3445.24353,,,587.59484,,,1420.04611,,,,excluded,,9.13202,,,133.53089,,,1420.55317,,,,excluded,,,excluded,,89976.13737,,
1999-03-10,Wednesday,4620.67,,,2124.16738,,,,excluded,,3551.39938,,,12017.77351,,,11142.3951,,,,excluded,,4458.60838,,,40.27627,,,,excluded,,,excluded,,3419.63386,,,582.87985,,,1420.04611,,,,excluded,,9.29609,,,137.3583,,,1419.48315,,,,excluded,,,excluded,,94308.38308,,
1999-03-11,Thursday,4688.02,,,2138.36873,,,,excluded,,3592.92434,,,12204.97938,,,11306.62982,,,,excluded,,4506.32759,,,40.97594,,,,excluded,,,excluded,,3452.56889,,,594.81632,,,1424.54347,,,,excluded,,9.38555,,,138.33587,,,1402.83397,,,,excluded,,,excluded,,91453.36313,,
1999-03-12,Friday,4656.59,start,0.006097178920440729,2133.12381,start,0.004446293330359812,,excluded,,3647.19989,start,0.014423939564607234,12156.7693,start,0.022430383478147957,11878.18112,start,0.04140954075161144,,excluded,,4475.83283,start,-0.0023118563778109598,42.07141,start,0.04773183745385042,,excluded,,,excluded,,3463.55001,start,-0.002631385263033657,599.41967,start,0.012769465093639885,1424.54347,start,0.006646689856262659,,excluded,,9.53503,start,0.06755765744886438,139.55967,start,0.0699752922217841,1434.19423,start,0.05393904947924971,,excluded,,,excluded,,90561.43707,start,0.044387950241911514
1999-03-13,Saturday,4656.59,,,2133.12381,,,,excluded,,3647.19989,,,12156.7693,,,11878.18112,,,,excluded,,4475.83283,,,42.07141,,,,excluded,,,excluded,,3463.55001,,,599.41967,,,1424.54347,,,,excluded,,9.53503,,,139.55967,,,1434.19423,,,,excluded,,,excluded,,90561.43707,,
1999-03-14,Sunday,4656.59,,,2133.12381,,,,excluded,,3647.19989,,,12156.7693,,,11878.18112,,,,excluded,,4475.83283,,,42.07141,,,,excluded,,,excluded,,3463.55001,,,599.41967,,,1424.54347,,,,excluded,,9.53503,,,139.55967,,,1434.19423,,,,excluded,,,excluded,,90561.43707,,
1999-03-15,Monday,4648.25,,,2161.11938,,,,excluded,,3659.37592,,,11949.32374,,,11929.58779,,,,excluded,,4508.1464,,,41.39162,,,,excluded,,,excluded,,3498.09673,,,604.27276,,,1424.54347,,,,excluded,,9.78844,,,143.81758,,,1433.2677,,,,excluded,,,excluded,,98507.1075,,
1999-03-16,Tuesday,4629.01,,,2151.73962,,,,excluded,,3675.58585,,,11921.34863,,,12020.84824,,,,excluded,,4502.11108,,,41.13716,,,,excluded,,,excluded,,3508.17715,,,608.0562,,,1424.54347,,,,excluded,,9.87637,,,144.16255,,,1445.49705,,,,excluded,,,excluded,,101232.76848,,
1999-03-17,Wednesday,4636.06,,,2124.95412,,,,excluded,,3640.75145,,,11748.6629,,,11927.42322,,,,excluded,,4467.73848,,,41.34073,,,,excluded,,,excluded,,3478.12043,,,605.11913,,,1409.11208,,,,excluded,,9.95557,,,145.72918,,,1439.96415,,,,excluded,,,excluded,,99130.53686,,
1999-03-18,Thursday,4621.85,,,2161.30547,,,,excluded,,3647.96116,,,11730.0399,,,11841.98848,,,,excluded,,4450.33093,,,41.72852,,,,excluded,,,excluded,,3455.20246,,,601.26479,,,1385.80403,,,,excluded,,9.76989,,,142.66921,,,1390.60577,,,,excluded,,,excluded,,103266.04812,,
1999-03-19,Friday,4609.58,start,-0.010095370217262034,2148.39292,start,0.007158098338417462,,excluded,,3718.59481,start,0.019575269289668733,11955.90203,start,-0.016523079861357627,12032.28465,start,0.012973663934163038,,excluded,,4534.34679,start,0.013073312213047803,42.25873,start,0.00445242980922198,,excluded,,,excluded,,3469.92475,start,0.0018405220024526807,615.12697,start,0.026204178451467955,1405.2658,start,-0.013532524914806686,,excluded,,10.25638,start,0.07565261986590491,149.57784,start,0.07178413362542342,1477.33823,start,0.030082396859175763,,excluded,,,excluded,,104767.90525,start,0.15687105504983342
1999-03-20,Saturday,4609.58,,,2148.39292,,,,excluded,,3718.59481,,,11955.90203,,,12032.28465,,,,excluded,,4534.34679,,,42.25873,,,,excluded,,,excluded,,3469.92475,,,615.12697,,,1405.2658,,,,excluded,,10.25638,,,149.57784,,,1477.33823,,,,excluded,,,excluded,,104767.90525,,
1999-03-21,Sunday,4609.58,,,2148.39292,,,,excluded,,3718.59481,,,11955.90203,,,12032.28465,,,,excluded,,4534.34679,,,42.25873,,,,excluded,,,excluded,,3469.92475,,,615.12697,,,1405.2658,,,,excluded,,10.25638,,,149.57784,,,1477.33823,,,,excluded,,,excluded,,104767.90525,,
1999-03-22,Monday,4579.22,,,2146.57301,,,,excluded,,3682.28574,,,11880.66128,,,11844.57688,,,,excluded,,4498.98587,,,41.61996,,,,excluded,,,excluded,,3436.20662,,,610.60871,,,1409.00561,,,,excluded,,10.25638,,,149.57784,,,1473.59002,,,,excluded,,,excluded,,101138.34908,,
1999-03-23,Tuesday,4492.66,,,2074.47876,,,,excluded,,3570.67123,,,11736.02518,,,11418.9891,,,,excluded,,4363.18262,,,41.15625,,,,excluded,,,excluded,,3332.36404,,,592.16975,,,1377.21585,,,,excluded,,9.98155,,,144.55945,,,1448.74758,,,,excluded,,,excluded,,101121.47384,,
1999-03-24,Wednesday,4430.65,,,2089.59033,,,,excluded,,3516.59572,,,11655.15015,,,11227.46812,,,,excluded,,4319.89974,,,40.83854,,,,excluded,,,excluded,,3288.76155,,,583.94725,,,1365.9517,,,,excluded,,9.83846,,,141.69994,,,1408.89697,,,,excluded,,,excluded,,99479.41533,,
1999-03-25,Thursday,4526.9,,,2140.53577,,,,excluded,,3602.06362,,,11840.66321,,,11434.68046,,,,excluded,,4436.56095,,,41.25747,,,,excluded,,,excluded,,3374.91029,,,598.33394,,,1410.38709,,,,excluded,,10.10903,,,146.62465,,,1438.04224,,,,excluded,,,excluded,,106330.54103,,
1999-03-26,Friday,4481.03,start,-0.0278875732713176,2147.60526,start,-0.0003666275347807234,,excluded,,3548.57254,start,-0.045722182353070066,11961.26688,start,0.0004487198026998163,11275.61567,start,-0.06288655912075687,,excluded,,4385.58243,start,-0.032808333127074124,41.18556,start,-0.025395226027852647,,excluded,,,excluded,,3356.67503,start,-0.032637514689619784,586.03412,start,-0.04729568271083935,1409.64839,start,0.003118691140138872,,excluded,,10.07736,start,-0.017454501490779352,144.31252,start,-0.03520120360074729,1439.8234,start,-0.025393528196992556,,excluded,,,excluded,,106703.91704,start,0.018479054108987297
1999-03-27,Saturday,4481.03,,,2147.60526,,,,excluded,,3548.57254,,,11961.26688,,,11275.61567,,,,excluded,,4385.58243,,,41.18556,,,,excluded,,,excluded,,3356.67503,,,586.03412,,,1409.64839,,,,excluded,,10.07736,,,144.31252,,,1439.8234,,,,excluded,,,excluded,,106703.91704,,
1999-03-28,Sunday,4481.03,,,2147.60526,,,,excluded,,3548.57254,,,11961.26688,,,11275.61567,,,,excluded,,4385.58243,,,41.18556,,,,excluded,,,excluded,,3356.67503,,,586.03412,,,1409.64839,,,,excluded,,10.07736,,,144.31252,,,1439.8234,,,,excluded,,,excluded,,106703.91704,,
1999-03-29,Monday,4537.88,,,2187.91908,,,,excluded,,3602.61926,,,12184.34295,,,11422.35353,,,,excluded,,4441.84819,,,42.45189,,,,excluded,,,excluded,,3397.07674,,,599.1926,,,1409.64839,,,,excluded,,10.16671,,,145.77399,,,1431.11043,,,,excluded,,,excluded,,108205.30795,,
1999-03-30,Tuesday,4499.12,,,2189.68424,,,,excluded,,3598.98967,,,12175.07594,,,11397.84793,,,,excluded,,4448.91085,,,42.40726,,,,excluded,,,excluded,,3397.82707,,,597.57726,,,1452.6562,,,,excluded,,10.12371,,,144.09458,,,1476.04882,,,,excluded,,,excluded,,111464.82054,,
1999-03-31,Wednesday,4575.34,,,2135.90182,,,,excluded,,3615.67728,,,12123.80412,,,11388.47178,,,,excluded,,4484.44406,,,42.37811,,,,excluded,,,excluded,,3397.45689,,,601.64495,,,1465.39001,,,,excluded,,10.15023,,,144.01807,,,1453.96002,,,,excluded,,,excluded,,110106.6216,,
1999-04-01,Thursday,4567.59,,,2148.67893,,,,excluded,,3634.25523,,,12123.70712,,,11478.69567,,,,excluded,,4510.86527,,,42.37811,,,,excluded,,,excluded,,3369.86435,,,595.62494,,,1465.39001,,,,excluded,,10.28243,,,146.63469,,,1483.31039,,,,excluded,,,excluded,,110106.6216,,
1999-04-02,Friday,4567.59,start,0.019316987389060195,2152.02873,start,0.0020597220925041783,,excluded,,3634.25523,start,0.024145678025226474,12123.70712,start,0.01358052133019541,11478.69567,start,0.018010546469787572,,excluded,,4535.16527,start,0.034107861928843054,42.37811,start,0.028955536843495562,,excluded,,,excluded,,3369.86435,start,0.0039292811732209755,595.62494,start,0.016365634137479927,1465.39001,start,0.03954292460121918,,excluded,,10.31417,start,0.023499210110584534,146.89059,start,0.017864492976770115,1483.31039,start,0.030203002673800206,,excluded,,,excluded,,110106.6216,start,0.03188921882525109
1999-04-03,Saturday,4567.59,,,2152.02873,,,,excluded,,3634.25523,,,12123.70712,,,11478.69567,,,,excluded,,4535.16527,,,42.37811,,,,excluded,,,excluded,,3369.86435,,,595.62494,,,1465.39001,,,,excluded,,10.31417,,,146.89059,,,1483.31039,,,,excluded,,,excluded,,110106.6216,,
1999-04-04,Sunday,4567.59,,,2152.02873,,,,excluded,,3634.25523,,,12123.70712,,,11478.69567,,,,excluded,,4535.16527,,,42.37811,,,,excluded,,,excluded,,3369.86435,,,595.62494,,,1465.39001,,,,excluded,,10.31417,,,146.89059,,,1483.31039,,,,excluded,,,excluded,,110106.6216,,
1999-04-05,Monday,4567.59,,,2205.65757,,,,excluded,,3634.25523,,,12123.70712,,,11478.69567,,,,excluded,,4522.76223,,,42.37811,,,,excluded,,,excluded,,3369.86435,,,595.62494,,,1465.39001,,,,excluded,,10.26137,,,145.96777,,,1483.31039,,,,excluded,,,excluded,,113413.99039,,
1999-04-06,Tuesday,4599.89,,,2189.39078,,,,excluded,,3739.45572,,,12194.58958,,,11807.02571,,,,excluded,,4608.67019,,,42.46029,,,,excluded,,,excluded,,3440.01171,,,599.7749,,,1493.20405,,,,excluded,,10.37298,,,147.04766,,,1483.31039,,,,excluded,,,excluded,,113680.20171,,
1999-04-07,Wednesday,4627.67,,,2200.75941,,,,excluded,,3682.62138,,,12307.93439,,,11672.30496,,,,excluded,,4582.40016,,,41.87698,,,,excluded,,,excluded,,3450.46388,,,601.68596,,,1492.0426,,,,excluded,,10.32165,,,146.5083,,,1553.94947,,,,excluded,,,excluded,,117333.29357,,
1999-04-08,Thursday,4702.6,,,2243.71333,,,,excluded,,3722.42683,,,12398.58389,,,11906.63763,,,,excluded,,4642.78136,,,41.84729,,,,excluded,,,excluded,,3462.58376,,,600.50559,,,1503.08919,,,,excluded,,10.5678,,,150.54338,,,1573.10475,,,,excluded,,,excluded,,117319.08848,,
1999-04-09,Friday,4736.83,start,0.03705236240555737,2242.79877,start,0.042178823514126544,,excluded,,3744.91421,start,0.030448874114986056,12455.70881,start,0.02738450267017016,12080.90434,start,0.0524631619578429,,excluded,,4672.05427,start,0.030183905513987853,41.98019,start,-0.009389753341996591,,excluded,,,excluded,,3477.01929,start,0.03179799804107852,601.58311,start,0.010003224512391967,1509.84725,start,0.03033816232990421,,excluded,,10.55733,start,0.023575333739893716,150.94299,start,0.027587880203898737,1577.95357,start,0.06380537791554187,,excluded,,,excluded,,115655.01919,start,0.05039113460547778
1999-04-10,Saturday,4736.83,,,2242.79877,,,,excluded,,3744.91421,,,12455.70881,,,12080.90434,,,,excluded,,4672.05427,,,41.98019,,,,excluded,,,excluded,,3477.01929,,,601.58311,,,1509.84725,,,,excluded,,10.55733,,,150.94299,,,1577.95357,,,,excluded,,,excluded,,115655.01919,,
1999-04-11,Sunday,4736.83,,,2242.79877,,,,excluded,,3744.91421,,,12455.70881,,,12080.90434,,,,excluded,,4672.05427,,,41.98019,,,,excluded,,,excluded,,3477.01929,,,601.58311,,,1509.84725,,,,excluded,,10.55733,,,150.94299,,,1577.95357,,,,excluded,,,excluded,,115655.01919,,
1999-04-12,Monday,4696.79,,,2268.26428,,,,excluded,,3768.28315,,,12442.0594,,,12158.19649,,,,excluded,,4688.71927,,,42.27711,,,,excluded,,,excluded,,3473.42519,,,604.09051,,,1491.50376,,,,excluded,,10.4921,,,149.57127,,,1571.27339,,,,excluded,,,excluded,,117511.4622,,
1999-04-13,Tuesday,4725.21,,,2251.68817,,,,excluded,,3774.39844,,,12618.20354,,,12215.15199,,,,excluded,,4646.94636,,,41.71284,,,,excluded,,,excluded,,3467.65194,,,604.88898,,,1506.0531,,,,excluded,,10.60562,,,151.46,,,1576.05394,,,,excluded,,,excluded,,117957.9088,,
1999-04-14,Wednesday,4721.33,,,2227.89483,,,,excluded,,3774.12935,,,12617.88963,,,12219.33537,,,,excluded,,4664.89814,,,42.4913,,,,excluded,,,excluded,,3479.32291,,,613.06578,,,1551.84317,,,,excluded,,10.80583,,,153.55724,,,1592.2914,,,,excluded,,,excluded,,119465.47439,,
1999-04-15,Thursday,4627.67,,,2204.66566,,,,excluded,,3684.20046,,,12464.65143,,,12093.62304,,,,excluded,,4583.22717,,,42.4884,,,,excluded,,,excluded,,3432.89085,,,604.00139,,,1532.45762,,,,excluded,,10.75819,,,152.89192,,,1606.41736,,,,excluded,,,excluded,,116380.55846,,
1999-04-16,Friday,4589.56,start,-0.031090412786610355,2214.24526,start,-0.012731195674768332,,excluded,,3720.08676,start,-0.006629644527958298,12557.73888,start,0.008191430255505524,12136.78858,start,0.004625832506178195,,excluded,,4602.59692,start,-0.014866554621592545,43.52941,start,0.03690359667262102,,excluded,,,excluded,,3430.06784,start,-0.01350336195575148,614.45148,start,0.021390843236938472,1554.67171,start,0.029688076061999014,,excluded,,10.99954,start,0.04188653759994235,155.95855,start,0.03322817442532438,1701.20028,start,0.07810540965410036,,excluded,,,excluded,,119639.94022,start,0.03445523642561074
1999-04-17,Saturday,4589.56,,,2214.24526,,,,excluded,,3720.08676,,,12557.73888,,,12136.78858,,,,excluded,,4602.59692,,,43.52941,,,,excluded,,,excluded,,3430.06784,,,614.45148,,,1554.67171,,,,excluded,,10.99954,,,155.95855,,,1701.20028,,,,excluded,,,excluded,,119639.94022,,
1999-04-18,Sunday,4589.56,,,2214.24526,,,,excluded,,3720.08676,,,12557.73888,,,12136.78858,,,,excluded,,4602.59692,,,43.52941,,,,excluded,,,excluded,,3430.06784,,,614.45148,,,1554.67171,,,,excluded,,10.99954,,,155.95855,,,1701.20028,,,,excluded,,,excluded,,119639.94022,,
1999-04-19,Monday,4643.82,,,2191.60866,,,,excluded,,3781.1465,,,12817.42708,,,12350.83032,,,,excluded,,4690.54795,,,45.47529,,,,excluded,,,excluded,,3451.83041,,,628.96627,,,1547.4727,,,,excluded,,10.95037,,,156.3577,,,1746.831,,,,excluded,,,excluded,,119008.85548,,
1999-04-20,Tuesday,4561.13,,,2217.39766,,,,excluded,,3681.87781,,,12421.67253,,,12001.55791,,,,excluded,,4567.99686,,,44.80357,,,,excluded,,,excluded,,3377.4267,,,616.97052,,,1514.02595,,,,excluded,,10.96474,,,156.02819,,,1692.77942,,,,excluded,,,excluded,,112932.09525,,
1999-04-21,Wednesday,4556.61,,,2276.04208,,,,excluded,,3696.93248,,,12347.90471,,,12157.56449,,,,excluded,,4607.40808,,,44.70139,,,,excluded,,,excluded,,3398.563,,,621.41634,,,1532.72268,,,,excluded,,10.61091,,,151.72432,,,1718.12129,,,,excluded,,,excluded,,112932.09525,,
1999-04-22,Thursday,4605.06,,,2309.98479,,,,excluded,,3732.96169,,,12638.67475,,,12286.99838,,,,excluded,,4609.40057,,,45.95418,,,,excluded,,,excluded,,3403.49305,,,628.88595,,,1579.7511,,,,excluded,,10.75435,,,153.81629,,,1770.6393,,,,excluded,,,excluded,,115224.93502,,
1999-04-23,Friday,4564.36,start,-0.0054907224221931355,2303.08278,start,0.04012090331854207,,excluded,,3731.08662,start,0.0029568826507691175,12704.5147,start,0.011688077081596311,12241.4567,start,0.008624037512895382,,excluded,,4576.72496,start,-0.0056211657135512095,46.05999,start,0.058134948302768184,,excluded,,,excluded,,3372.31241,start,-0.016837984755426923,631.08158,start,0.02706495230510322,1570.69659,start,0.010307565190081152,,excluded,,10.92343,start,-0.006919380264992891,156.90592,start,0.006074498640824799,1749.16181,start,0.02819275929110477,,excluded,,,excluded,,114405.28583,start,-0.04375340191890987
1999-04-24,Saturday,4564.36,,,2303.08278,,,,excluded,,3731.08662,,,12704.5147,,,12241.4567,,,,excluded,,4576.72496,,,46.05999,,,,excluded,,,excluded,,3372.31241,,,631.08158,,,1570.69659,,,,excluded,,10.92343,,,156.90592,,,1749.16181,,,,excluded,,,excluded,,114405.28583,,
1999-04-25,Sunday,4564.36,,,2303.08278,,,,excluded,,3731.08662,,,12704.5147,,,12241.4567,,,,excluded,,4576.72496,,,46.05999,,,,excluded,,,excluded,,3372.31241,,,631.08158,,,1570.69659,,,,excluded,,10.92343,,,156.90592,,,1749.16181,,,,excluded,,,excluded,,114405.28583,,
1999-04-26,Monday,4671.59,,,2321.56299,,,,excluded,,3754.06649,,,12837.87927,,,12412.11417,,,,excluded,,4600.91973,,,45.82401,,,,excluded,,,excluded,,3380.57402,,,638.08996,,,1567.08986,,,,excluded,,11.04601,,,157.98597,,,1805.54135,,,,excluded,,,excluded,,111630.2663,,
1999-04-27,Tuesday,4754.92,,,2321.40882,,,,excluded,,3822.37395,,,13005.01144,,,12663.53181,,,,excluded,,4714.32706,,,45.96757,,,,excluded,,,excluded,,3410.24971,,,650.15324,,,1589.28151,,,,excluded,,10.93001,,,156.09476,,,1834.20092,,,,excluded,,,excluded,,111450.39267,,
1999-04-28,Wednesday,4740.71,,,2300.25208,,,,excluded,,3812.00485,,,13048.94265,,,12603.10526,,,,excluded,,4701.27489,,,45.96757,,,,excluded,,,excluded,,3392.87239,,,648.11366,,,1582.55399,,,,excluded,,11.06143,,,158.00816,,,1794.85679,,,,excluded,,,excluded,,115522.03068,,
1999-04-29,Thursday,4697.43,,,2286.96361,,,,excluded,,3806.24344,,,12829.40151,,,12600.46459,,,,excluded,,4716.91657,,,45.98781,,,,excluded,,,excluded,,3380.77134,,,647.27353,,,1601.19513,,,,excluded,,11.06143,,,158.80883,,,1822.33377,,,,excluded,,,excluded,,117497.11457,,
1999-04-30,Friday,4729.08,start,0.036088301536250485,2278.19294,start,-0.01080718427324626,,excluded,,3848.91554,start,0.031580322839033934,12939.51014,start,0.018497002486840414,12746.26226,start,0.04123737659424134,,excluded,,4780.26004,start,0.04447177441923462,46.43452,start,0.008131352177888011,,excluded,,,excluded,,3397.96351,start,0.007606383063424436,647.27353,start,0.025657459373160628,1629.75606,start,0.037600813789249975,,excluded,,10.98652,start,0.005775658378366571,156.89969,start,-3.9705321507412775e-05,1841.71332,start,0.0529119201384805,,excluded,,,excluded,,121601.26243,start,0.06289898712103947
1999-05-01,Saturday,4729.08,,,2278.19294,,,,excluded,,3848.91554,,,12939.51014,,,12746.26226,,,,excluded,,4780.26004,,,46.43452,,,,excluded,,,excluded,,3397.96351,,,647.27353,,,1629.75606,,,,excluded,,10.98652,,,156.89969,,,1841.71332,,,,excluded,,,excluded,,121601.26243,,
1999-05-02,Sunday,4729.08,,,2278.19294,,,,excluded,,3848.91554,,,12939.51014,,,12746.26226,,,,excluded,,4780.26004,,,46.43452,,,,excluded,,,excluded,,3397.96351,,,647.27353,,,1629.75606,,,,excluded,,10.98652,,,156.89969,,,1841.71332,,,,excluded,,,excluded,,121601.26243,,
1999-05-03,Monday,4783.34,,,2317.84672,,,,excluded,,3860.92046,,,12939.51014,,,12754.43081,,,,excluded,,4794.11169,,,46.64184,,,,excluded,,,excluded,,3417.79436,,,651.52402,,,1630.04508,,,,excluded,,10.98652,,,156.03525,,,1846.81438,,,,excluded,,,excluded,,120886.80144,,
1999-05-04,Tuesday,4747.17,,,2271.81909,,,,excluded,,3837.95743,,,12956.80596,,,12673.4533,,,,excluded,,4763.40917,,,47.41947,,,,excluded,,,excluded,,3401.90739,,,652.01824,,,1618.43225,,,,excluded,,10.98652,,,156.03525,,,1844.57634,,,,excluded,,,excluded,,117554.27994,,
1999-05-05,Wednesday,4675.47,,,2253.79059,,,,excluded,,3777.61248,,,12585.27907,,,12495.13304,,,,excluded,,4697.07509,,,47.36571,,,,excluded,,,excluded,,3374.3522,,,639.67693,,,1596.47206,,,,excluded,,10.98652,,,156.03525,,,1838.99209,,,,excluded,,,excluded,,118702.87684,,
1999-05-06,Thursday,4656.74,,,2234.38605,,,,excluded,,3775.20496,,,12610.49757,,,12473.88208,,,,excluded,,4668.57286,,,46.66535,,,,excluded,,,excluded,,3345.14424,,,639.50513,,,1599.88473,,,,excluded,,11.0144,,,156.23776,,,1808.24046,,,,excluded,,,excluded,,122379.11288,,
1999-05-07,Friday,4654.8,start,-0.015707071988631985,2253.30028,start,-0.010926493346081556,,excluded,,3758.2427,start,-0.023558022787894217,12493.67249,start,-0.03445552769588845,12490.76852,start,-0.020044600902476638,,excluded,,4627.68507,start,-0.03191771341376643,46.07942,start,-0.007647327893127789,,excluded,,,excluded,,3329.39369,start,-0.020179681093750228,639.75239,start,-0.011619724353628456,1611.88923,start,-0.010962886065292457,,excluded,,10.88868,start,-0.00890545868937568,153.8942,start,-0.01915548717782668,1729.98868,start,-0.06066342616233027,,excluded,,,excluded,,126922.66265,start,0.04376106064740298
1999-05-08,Saturday,4654.8,,,2253.30028,,,,excluded,,3758.2427,,,12493.67249,,,12490.76852,,,,excluded,,4627.68507,,,46.07942,,,,excluded,,,excluded,,3329.39369,,,639.75239,,,1611.88923,,,,excluded,,10.88868,,,153.8942,,,1729.98868,,,,excluded,,,excluded,,126922.66265,,
1999-05-09,Sunday,4654.8,,,2253.30028,,,,excluded,,3758.2427,,,12493.67249,,,12490.76852,,,,excluded,,4627.68507,,,46.07942,,,,excluded,,,excluded,,3329.39369,,,639.75239,,,1611.88923,,,,excluded,,10.88868,,,153.8942,,,1729.98868,,,,excluded,,,excluded,,126922.66265,,
1999-05-10,Monday,4638.0,,,2248.31679,,,,excluded,,3764.79249,,,12453.09836,,,12434.18919,,,,excluded,,4675.90725,,,46.65294,,,,excluded,,,excluded,,3363.13753,,,636.51682,,,1619.18364,,,,excluded,,10.93602,,,154.008,,,1774.16546,,,,excluded,,,excluded,,130135.10479,,
1999-05-11,Tuesday,4638.0,,,2282.27932,,,,excluded,,3793.59596,,,12545.18746,,,12555.08253,,,,excluded,,4697.46634,,,46.7295,,,,excluded,,,excluded,,3405.52589,,,636.58106,,,1635.7506,,,,excluded,,10.80133,,,152.44177,,,1758.74624,,,,excluded,,,excluded,,129222.20394,,
1999-05-12,Wednesday,4612.16,,,2301.41399,,,,excluded,,3750.61507,,,12456.81168,,,12315.57704,,,,excluded,,4670.34052,,,45.58227,,,,excluded,,,excluded,,3355.04189,,,627.8053,,,1618.28581,,,,excluded,,10.94066,,,154.82223,,,1775.85762,,,,excluded,,,excluded,,127238.61557,,
1999-05-13,Thursday,4612.16,,,2313.49891,,,,excluded,,3750.61507,,,12710.34749,,,12315.57704,,,,excluded,,4739.73938,,,45.58227,,,,excluded,,,excluded,,3355.04189,,,627.8053,,,1618.28581,,,,excluded,,10.77265,,,153.02269,,,1778.52232,,,,excluded,,,excluded,,131527.78621,,
1999-05-14,Friday,4544.34,start,-0.023730342871874203,2255.62982,start,0.00103383469157523,,excluded,,3708.80326,start,-0.013154935417023401,12362.13741,start,-0.01052813575073965,12188.20768,start,-0.024222756151116322,,excluded,,4639.41163,start,0.0025340013035932787,45.01358,start,-0.023130499472432627,,excluded,,,excluded,,3291.15781,start,-0.011484337257814567,626.98632,start,-0.01995470466315884,1608.63149,start,-0.0020210694006560317,,excluded,,10.66145,start,-0.02086846155824218,151.7944,start,-0.013644438841749824,1760.6497,start,0.017723248917443788,,excluded,,,excluded,,128791.37069,start,0.01472320231063162
1999-05-15,Saturday,4544.34,,,2255.62982,,,,excluded,,3708.80326,,,12362.13741,,,12188.20768,,,,excluded,,4639.41163,,,45.01358,,,,excluded,,,excluded,,3291.15781,,,626.98632,,,1608.63149,,,,excluded,,10.66145,,,151.7944,,,1760.6497,,,,excluded,,,excluded,,128791.37069,,
1999-05-16,Sunday,4544.34,,,2255.62982,,,,excluded,,3708.80326,,,12362.13741,,,12188.20768,,,,excluded,,4639.41163,,,45.01358,,,,excluded,,,excluded,,3291.15781,,,626.98632,,,1608.63149,,,,excluded,,10.66145,,,151.7944,,,1760.6497,,,,excluded,,,excluded,,128791.37069,,
1999-05-17,Monday,4453.9,,,2252.99415,,,,excluded,,3639.99288,,,12081.05484,,,12012.86793,,,,excluded,,4568.47361,,,45.01358,,,,excluded,,,excluded,,3223.75716,,,616.35837,,,1605.30332,,,,excluded,,10.37566,,,146.94037,,,1712.72539,,,,excluded,,,excluded,,125356.11144,,
1999-05-18,Tuesday,4514.62,,,2252.21459,,,,excluded,,3681.40304,,,12184.37144,,,12120.15056,,,,excluded,,4630.48924,,,44.757,,,,excluded,,,excluded,,3230.11309,,,624.79779,,,1605.50125,,,,excluded,,10.44877,,,146.61205,,,1707.54288,,,,excluded,,,excluded,,127654.82976,,
1999-05-19,Wednesday,4522.38,,,2269.11749,,,,excluded,,3716.21862,,,12296.69992,,,12246.6918,,,,excluded,,4687.63724,,,44.6743,,,,excluded,,,excluded,,3280.47245,,,630.47908,,,1617.56419,,,,excluded,,10.13248,,,143.18872,,,1682.13211,,,,excluded,,,excluded,,125643.7876,,
1999-05-20,Thursday,4579.87,,,2265.42005,,,,excluded,,3766.1278,,,12466.64886,,,12341.61963,,,,excluded,,4751.76116,,,45.40863,,,,excluded,,,excluded,,3316.57728,,,638.61839,,,1638.28699,,,,excluded,,10.19584,,,144.21797,,,1678.29922,,,,excluded,,,excluded,,123302.22258,,
