date,weekday,UB1_Comdty_PX-LAST,UB1_Comdty_CURRENCY-EUR,UB1_Comdty_PX-LAST-CHF,imputed,UB1_Comdty_start
2004-08-21,Saturday,,,136.815966,imputed from 2058,
2004-08-22,Sunday,,,136.815966,imputed from 2059,
2004-08-23,Monday,88.23,1.5417,136.024191,,
2004-08-24,Tuesday,88.36,1.53755,135.85791799999998,,
2004-08-25,Wednesday,88.83,1.53855,136.6693965,,
2004-08-26,Thursday,89.03,1.53995,137.10174849999999,,
2004-08-27,Friday,88.91,1.54015,136.93473649999999,,start
2004-08-28,Saturday,,,136.93473649999999,imputed from 2065,
2004-08-29,Sunday,,,136.93473649999999,imputed from 2066,
2004-08-30,Monday,89.07,1.54205,137.3503935,,
2004-08-31,Tuesday,89.5,1.54275,138.07612500000002,,
2004-09-01,Wednesday,89.21,1.53595,137.0220995,,
2004-09-02,Thursday,88.84,1.5356,136.422704,,
2004-09-03,Friday,88.12,1.53283,135.0729796,,start
2004-09-04,Saturday,,,135.0729796,imputed from 2072,
2004-09-05,Sunday,,,135.0729796,imputed from 2073,
2004-09-06,Monday,88.33,1.53295,135.4054735,,
2004-09-07,Tuesday,,1.5342,135.4054735,imputed from 2075,
2004-09-08,Wednesday,,1.53585,135.4054735,imputed from 2076,
2004-09-09,Thursday,88.85,1.54085,136.90452249999998,,
2004-09-10,Friday,88.9,1.54285,137.159365,,start
2004-09-11,Saturday,,,137.159365,imputed from 2079,
2004-09-12,Sunday,,,137.159365,imputed from 2080,
2004-09-13,Monday,88.83,1.5432,137.08245599999998,,
2004-09-14,Tuesday,88.98,1.54245,137.24720100000002,,
2004-09-15,Wednesday,88.94,1.54295,137.229973,,
2004-09-16,Thursday,89.1,1.5456,137.71296,,
2004-09-17,Friday,89.35,1.54525,138.0680875,,start
2004-09-18,Saturday,,,138.0680875,imputed from 2086,
2004-09-19,Sunday,,,138.0680875,imputed from 2087,
2004-09-20,Monday,89.61,1.54815,138.72972149999998,,
2004-09-21,Tuesday,89.55,1.54653,138.4917615,,
2004-09-22,Wednesday,90.32,1.54495,139.539884,,
2004-09-23,Thursday,90.62,1.54645,140.13929900000002,,
2004-09-24,Friday,90.36,1.5482,139.895352,,start
2004-09-25,Saturday,,,139.895352,imputed from 2093,
2004-09-26,Sunday,,,139.895352,imputed from 2094,
2004-09-27,Monday,90.74,1.5504,140.68329599999998,,
2004-09-28,Tuesday,90.63,1.552,140.65776,,
2004-09-29,Wednesday,89.99,1.55285,139.7409715,,
2004-09-30,Thursday,89.8,1.5495,139.1451,,
2004-10-01,Friday,89.4,1.55115,138.67281,,start
2004-10-02,Saturday,,,138.67281,imputed from 2100,
2004-10-03,Sunday,,,138.67281,imputed from 2101,
2004-10-04,Monday,89.39,1.55377,138.89150030000002,,
2004-10-05,Tuesday,89.89,1.55365,139.6575985,,
2004-10-06,Wednesday,90.02,1.55365,139.85957299999998,,
2004-10-07,Thursday,89.71,1.55335,139.35102849999998,,
2004-10-08,Friday,90.43,1.55215,140.3609245,,start
2004-10-09,Saturday,,,140.3609245,imputed from 2107,
2004-10-10,Sunday,,,140.3609245,imputed from 2108,
2004-10-11,Monday,90.18,1.54945,139.72940100000002,,
2004-10-12,Tuesday,90.73,1.5477,140.422821,,
2004-10-13,Wednesday,90.78,1.5453,140.282334,,
2004-10-14,Thursday,91.05,1.5421,140.408205,,
2004-10-15,Friday,90.8,1.5385,139.6958,,start
2004-10-16,Saturday,,,139.6958,imputed from 2114,
2004-10-17,Sunday,,,139.6958,imputed from 2115,
2004-10-18,Monday,90.84,1.5385,139.75734,,
2004-10-19,Tuesday,90.52,1.53841,139.2568732,,
2004-10-20,Wednesday,91.07,1.53725,139.9973575,,
2004-10-21,Thursday,91.13,1.5362,139.99390599999998,,
2004-10-22,Friday,91.16,1.53555,139.980738,,start
2004-10-23,Saturday,,,139.980738,imputed from 2121,
2004-10-24,Sunday,,,139.980738,imputed from 2122,
