date,weekday,LC1_Comdty_PX-LAST-CHF,imputed,LC1_Comdty_start
2002-04-27,Saturday,1.02147,imputed from 1715,
2002-04-28,Sunday,1.02147,imputed from 1716,
2002-04-29,Monday,1.01138,,
2002-04-30,Tuesday,1.03022,,
2002-05-01,Wednesday,1.01217,,
2002-05-02,Thursday,1.00384,,
2002-05-03,Friday,0.98642,,start
2002-05-04,Saturday,0.98642,imputed from 1722,
2002-05-05,Sunday,0.98642,imputed from 1723,
2002-05-06,Monday,1.0117,,
2002-05-07,Tuesday,1.02186,,
2002-05-08,Wednesday,1.02368,,
2002-05-09,Thursday,1.00322,,
2002-05-10,Friday,1.00432,,start
2002-05-11,Saturday,1.00432,imputed from 1729,
2002-05-12,Sunday,1.00432,imputed from 1730,
2002-05-13,Monday,1.00684,,
2002-05-14,Tuesday,1.01286,,
2002-05-15,Wednesday,1.01034,,
2002-05-16,Thursday,1.00172,,
2002-05-17,Friday,0.97553,,start
2002-05-18,Saturday,0.97553,imputed from 1736,
2002-05-19,Sunday,0.97553,imputed from 1737,
2002-05-20,Monday,0.95114,,
2002-05-21,Tuesday,0.93781,,
2002-05-22,Wednesday,0.94354,,
2002-05-23,Thursday,0.96611,,
2002-05-24,Friday,0.98302,,start
2002-05-25,Saturday,0.98302,imputed from 1743,
2002-05-26,Sunday,0.98302,imputed from 1744,
2002-05-27,Monday,0.98302,imputed from 1745,
2002-05-28,Tuesday,0.9888,,
2002-05-29,Wednesday,0.9784,,
2002-05-30,Thursday,0.94681,,
2002-05-31,Friday,0.95272,,start
2002-06-01,Saturday,0.95272,imputed from 1750,
2002-06-02,Sunday,0.95272,imputed from 1751,
2002-06-03,Monday,0.9696,,
2002-06-04,Tuesday,0.9615,,
2002-06-05,Wednesday,0.9573,,
2002-06-06,Thursday,0.95786,,
2002-06-07,Friday,0.94821,,start
2002-06-08,Saturday,0.94821,imputed from 1757,
2002-06-09,Sunday,0.94821,imputed from 1758,
2002-06-10,Monday,0.96396,,
2002-06-11,Tuesday,0.97808,,
2002-06-12,Wednesday,0.97981,,
2002-06-13,Thursday,0.98353,,
2002-06-14,Friday,0.97533,,start
2002-06-15,Saturday,0.97533,imputed from 1764,
2002-06-16,Sunday,0.97533,imputed from 1765,
2002-06-17,Monday,0.9951,,
2002-06-18,Tuesday,0.99436,,
2002-06-19,Wednesday,0.9829,,
2002-06-20,Thursday,0.97219,,
2002-06-21,Friday,0.96187,,start
2002-06-22,Saturday,0.96187,imputed from 1771,
2002-06-23,Sunday,0.96187,imputed from 1772,
2002-06-24,Monday,0.95127,,
2002-06-25,Tuesday,0.96198,,
2002-06-26,Wednesday,0.94748,,
2002-06-27,Thursday,0.94503,,
2002-06-28,Friday,0.94423,,start
2002-06-29,Saturday,0.94423,imputed from 1778,
2002-06-30,Sunday,0.94423,imputed from 1779,
2002-07-01,Monday,0.96282,,
2002-07-02,Tuesday,0.96852,,
2002-07-03,Wednesday,0.9619,,
2002-07-04,Thursday,0.9619,imputed from 1783,
2002-07-05,Friday,0.9742,,start
2002-07-06,Saturday,0.9742,imputed from 1785,
2002-07-07,Sunday,0.9742,imputed from 1786,
2002-07-08,Monday,0.95576,,
2002-07-09,Tuesday,0.94684,,
2002-07-10,Wednesday,0.95168,,
2002-07-11,Thursday,0.96692,,
2002-07-12,Friday,0.97126,,start
2002-07-13,Saturday,0.97126,imputed from 1792,
2002-07-14,Sunday,0.97126,imputed from 1793,
2002-07-15,Monday,0.9593,,
2002-07-16,Tuesday,0.95241,,
2002-07-17,Wednesday,0.95282,,
2002-07-18,Thursday,0.95795,,
2002-07-19,Friday,0.94608,,start
2002-07-20,Saturday,0.94608,imputed from 1799,
2002-07-21,Sunday,0.94608,imputed from 1800,
2002-07-22,Monday,0.94745,,
2002-07-23,Tuesday,0.9504,,
2002-07-24,Wednesday,0.93242,,
2002-07-25,Thursday,0.94087,,
2002-07-26,Friday,0.95046,,start
2002-07-27,Saturday,0.95046,imputed from 1806,
2002-07-28,Sunday,0.95046,imputed from 1807,
2002-07-29,Monday,0.96602,,
2002-07-30,Tuesday,0.95935,,
2002-07-31,Wednesday,0.96434,,
2002-08-01,Thursday,0.94896,,
2002-08-02,Friday,0.95154,,start
2002-08-03,Saturday,0.95154,imputed from 1813,
2002-08-04,Sunday,0.95154,imputed from 1814,
2002-08-05,Monday,0.98999,,
2002-08-06,Tuesday,1.02942,,
2002-08-07,Wednesday,1.01517,,
2002-08-08,Thursday,1.02433,,
2002-08-09,Friday,1.03455,,start
2002-08-10,Saturday,1.03455,imputed from 1820,
2002-08-11,Sunday,1.03455,imputed from 1821,
2002-08-12,Monday,1.02479,,
2002-08-13,Tuesday,1.02282,,
2002-08-14,Wednesday,1.01845,,
2002-08-15,Thursday,1.02069,,
2002-08-16,Friday,1.02247,,start
2002-08-17,Saturday,1.02247,imputed from 1827,
2002-08-18,Sunday,1.02247,imputed from 1828,
2002-08-19,Monday,1.02699,,
2002-08-20,Tuesday,1.0158,,
2002-08-21,Wednesday,1.01273,,
2002-08-22,Thursday,1.03561,,
2002-08-23,Friday,1.01725,,start
2002-08-24,Saturday,1.01725,imputed from 1834,
2002-08-25,Sunday,1.01725,imputed from 1835,
2002-08-26,Monday,1.01464,,
2002-08-27,Tuesday,1.00018,,
2002-08-28,Wednesday,1.01056,,
2002-08-29,Thursday,1.00328,,
2002-08-30,Friday,1.00827,,start
2002-08-31,Saturday,1.00827,imputed from 1841,
2002-09-01,Sunday,1.00827,imputed from 1842,
2002-09-02,Monday,1.00827,imputed from 1843,
2002-09-03,Tuesday,0.98721,,
2002-09-04,Wednesday,0.98946,,
2002-09-05,Thursday,1.00197,,
2002-09-06,Friday,1.0108,,start
2002-09-07,Saturday,1.0108,imputed from 1848,
2002-09-08,Sunday,1.0108,imputed from 1849,
2002-09-09,Monday,1.0097,,
2002-09-10,Tuesday,1.02818,,
2002-09-11,Wednesday,1.04078,,
2002-09-12,Thursday,1.04452,,
2002-09-13,Friday,1.0607,,start
2002-09-14,Saturday,1.0607,imputed from 1855,
2002-09-15,Sunday,1.0607,imputed from 1856,
2002-09-16,Monday,1.05549,,
2002-09-17,Tuesday,1.05994,,
2002-09-18,Wednesday,1.04427,,
2002-09-19,Thursday,1.03993,,
2002-09-20,Friday,1.04208,,start
2002-09-21,Saturday,1.04208,imputed from 1862,
2002-09-22,Sunday,1.04208,imputed from 1863,
2002-09-23,Monday,1.03871,,
2002-09-24,Tuesday,1.03264,,
2002-09-25,Wednesday,1.03774,,
2002-09-26,Thursday,1.02713,,
2002-09-27,Friday,1.01036,,start
2002-09-28,Saturday,1.01036,imputed from 1869,
2002-09-29,Sunday,1.01036,imputed from 1870,
2002-09-30,Monday,0.99428,,
2002-10-01,Tuesday,0.99621,,
2002-10-02,Wednesday,0.99415,,
2002-10-03,Thursday,0.99385,,
2002-10-04,Friday,0.99897,,start
2002-10-05,Saturday,0.99897,imputed from 1876,
2002-10-06,Sunday,0.99897,imputed from 1877,
2002-10-07,Monday,1.04021,,
2002-10-08,Tuesday,1.06566,,
2002-10-09,Wednesday,1.04702,,
2002-10-10,Thursday,1.05575,,
2002-10-11,Friday,1.06276,,start
2002-10-12,Saturday,1.06276,imputed from 1883,
2002-10-13,Sunday,1.06276,imputed from 1884,
2002-10-14,Monday,1.06502,,
2002-10-15,Tuesday,1.0806,,
2002-10-16,Wednesday,1.07324,,
2002-10-17,Thursday,1.07976,,
2002-10-18,Friday,1.06913,,start
2002-10-19,Saturday,1.06913,imputed from 1890,
2002-10-20,Sunday,1.06913,imputed from 1891,
2002-10-21,Monday,1.08636,,
2002-10-22,Tuesday,1.08334,,
2002-10-23,Wednesday,1.08837,,
2002-10-24,Thursday,1.08998,,
2002-10-25,Friday,1.09526,,start
2002-10-26,Saturday,1.09526,imputed from 1897,
2002-10-27,Sunday,1.09526,imputed from 1898,
2002-10-28,Monday,1.08271,,
2002-10-29,Tuesday,1.06924,,
2002-10-30,Wednesday,1.07803,,
2002-10-31,Thursday,1.0819,,
2002-11-01,Friday,1.07164,,start
2002-11-02,Saturday,1.07164,imputed from 1904,
2002-11-03,Sunday,1.07164,imputed from 1905,
2002-11-04,Monday,1.06634,,
2002-11-05,Tuesday,1.0609,,
2002-11-06,Wednesday,1.06922,,
2002-11-07,Thursday,1.06126,,
2002-11-08,Friday,1.04899,,start
2002-11-09,Saturday,1.04899,imputed from 1911,
2002-11-10,Sunday,1.04899,imputed from 1912,
2002-11-11,Monday,1.05038,,
2002-11-12,Tuesday,1.05595,,
2002-11-13,Wednesday,1.06419,,
2002-11-14,Thursday,1.06916,,
2002-11-15,Friday,1.06047,,start
2002-11-16,Saturday,1.06047,imputed from 1918,
2002-11-17,Sunday,1.06047,imputed from 1919,
2002-11-18,Monday,1.06907,,
2002-11-19,Tuesday,1.07303,,
2002-11-20,Wednesday,1.08688,,
2002-11-21,Thursday,1.0914,,
2002-11-22,Friday,1.09445,,start
2002-11-23,Saturday,1.09445,imputed from 1925,
2002-11-24,Sunday,1.09445,imputed from 1926,
2002-11-25,Monday,1.09883,,
2002-11-26,Tuesday,1.10447,,
2002-11-27,Wednesday,1.11578,,
2002-11-28,Thursday,1.11578,imputed from 1930,
2002-11-29,Friday,1.10989,,start
2002-11-30,Saturday,1.10989,imputed from 1932,
2002-12-01,Sunday,1.10989,imputed from 1933,
2002-12-02,Monday,1.11,,
2002-12-03,Tuesday,1.10398,,
2002-12-04,Wednesday,1.11191,,
2002-12-05,Thursday,1.11297,,
2002-12-06,Friday,1.09288,,start
2002-12-07,Saturday,1.09288,imputed from 1939,
2002-12-08,Sunday,1.09288,imputed from 1940,
2002-12-09,Monday,1.13426,,
2002-12-10,Tuesday,1.1424,,
2002-12-11,Wednesday,1.13926,,
2002-12-12,Thursday,1.12142,,
2002-12-13,Friday,1.12846,,start
2002-12-14,Saturday,1.12846,imputed from 1946,
2002-12-15,Sunday,1.12846,imputed from 1947,
2002-12-16,Monday,1.14241,,
2002-12-17,Tuesday,1.12897,,
2002-12-18,Wednesday,1.11772,,
2002-12-19,Thursday,1.12127,,
2002-12-20,Friday,1.12531,,start
2002-12-21,Saturday,1.12531,imputed from 1953,
2002-12-22,Sunday,1.12531,imputed from 1954,
2002-12-23,Monday,1.12591,,
2002-12-24,Tuesday,1.11491,,
2002-12-25,Wednesday,1.11491,imputed from 1957,
2002-12-26,Thursday,1.11141,,
2002-12-27,Friday,1.09892,,start
2002-12-28,Saturday,1.09892,imputed from 1960,
2002-12-29,Sunday,1.09892,imputed from 1961,
2002-12-30,Monday,1.09239,,
2002-12-31,Tuesday,1.10018,,
2003-01-01,Wednesday,1.10018,imputed from 1964,
2003-01-02,Thursday,1.11719,,
2003-01-03,Friday,1.1302,,start
2003-01-04,Saturday,1.1302,imputed from 1967,
2003-01-05,Sunday,1.1302,imputed from 1968,
2003-01-06,Monday,1.12536,,
2003-01-07,Tuesday,1.14117,,
2003-01-08,Wednesday,1.12486,,
2003-01-09,Thursday,1.13814,,
2003-01-10,Friday,1.12688,,start
2003-01-11,Saturday,1.12688,imputed from 1974,
2003-01-12,Sunday,1.12688,imputed from 1975,
2003-01-13,Monday,1.12047,,
2003-01-14,Tuesday,1.11884,,
2003-01-15,Wednesday,1.09749,,
2003-01-16,Thursday,1.09689,,
2003-01-17,Friday,1.09083,,start
2003-01-18,Saturday,1.09083,imputed from 1981,
2003-01-19,Sunday,1.09083,imputed from 1982,
2003-01-20,Monday,1.09083,imputed from 1983,
2003-01-21,Tuesday,1.08621,,
2003-01-22,Wednesday,1.09718,,
2003-01-23,Thursday,1.08422,,
2003-01-24,Friday,1.07412,,start
2003-01-25,Saturday,1.07412,imputed from 1988,
2003-01-26,Sunday,1.07412,imputed from 1989,
2003-01-27,Monday,1.07364,,
2003-01-28,Tuesday,1.08189,,
2003-01-29,Wednesday,1.10021,,
2003-01-30,Thursday,1.11753,,
2003-01-31,Friday,1.13022,,start
2003-02-01,Saturday,1.13022,imputed from 1995,
2003-02-02,Sunday,1.13022,imputed from 1996,
2003-02-03,Monday,1.12662,,
2003-02-04,Tuesday,1.10521,,
2003-02-05,Wednesday,1.11338,,
2003-02-06,Thursday,1.09103,,
2003-02-07,Friday,1.09253,,start
2003-02-08,Saturday,1.09253,imputed from 2002,
2003-02-09,Sunday,1.09253,imputed from 2003,
2003-02-10,Monday,1.06318,,
2003-02-11,Tuesday,1.06685,,
2003-02-12,Wednesday,1.04888,,
2003-02-13,Thursday,1.02584,,
2003-02-14,Friday,1.03922,,start
2003-02-15,Saturday,1.03922,imputed from 2009,
2003-02-16,Sunday,1.03922,imputed from 2010,
2003-02-17,Monday,1.03922,imputed from 2011,
2003-02-18,Tuesday,1.0445,,
2003-02-19,Wednesday,1.0509,,
2003-02-20,Thursday,1.04706,,
2003-02-21,Friday,1.05507,,start
2003-02-22,Saturday,1.05507,imputed from 2016,
2003-02-23,Sunday,1.05507,imputed from 2017,
2003-02-24,Monday,1.05882,,
2003-02-25,Tuesday,1.04262,,
2003-02-26,Wednesday,1.04926,,
2003-02-27,Thursday,1.03444,,
2003-02-28,Friday,1.02713,,start
2003-03-01,Saturday,1.02713,imputed from 2023,
2003-03-02,Sunday,1.02713,imputed from 2024,
2003-03-03,Monday,1.00545,,
2003-03-04,Tuesday,1.00447,,
2003-03-05,Wednesday,0.99299,,
2003-03-06,Thursday,0.99337,,
2003-03-07,Friday,0.99848,,start
2003-03-08,Saturday,0.99848,imputed from 2030,
2003-03-09,Sunday,0.99848,imputed from 2031,
2003-03-10,Monday,0.984,,
2003-03-11,Tuesday,0.96798,,
2003-03-12,Wednesday,0.97414,,
2003-03-13,Thursday,1.00141,,
2003-03-14,Friday,1.01916,,start
2003-03-15,Saturday,1.01916,imputed from 2037,
2003-03-16,Sunday,1.01916,imputed from 2038,
2003-03-17,Monday,1.01414,,
2003-03-18,Tuesday,1.02095,,
2003-03-19,Wednesday,1.03865,,
2003-03-20,Thursday,1.03839,,
2003-03-21,Friday,1.05724,,start
2003-03-22,Saturday,1.05724,imputed from 2044,
2003-03-23,Sunday,1.05724,imputed from 2045,
2003-03-24,Monday,1.04488,,
2003-03-25,Tuesday,1.04489,,
2003-03-26,Wednesday,1.04451,,
2003-03-27,Thursday,1.04445,,
2003-03-28,Friday,1.03345,,start
2003-03-29,Saturday,1.03345,imputed from 2051,
2003-03-30,Sunday,1.03345,imputed from 2052,
2003-03-31,Monday,1.02603,,
2003-04-01,Tuesday,1.03171,,
2003-04-02,Wednesday,1.06386,,
2003-04-03,Thursday,1.06141,,
2003-04-04,Friday,1.06633,,start
2003-04-05,Saturday,1.06633,imputed from 2058,
2003-04-06,Sunday,1.06633,imputed from 2059,
2003-04-07,Monday,1.006,,
2003-04-08,Tuesday,0.99904,,
2003-04-09,Wednesday,0.99242,,
2003-04-10,Thursday,0.99184,,
2003-04-11,Friday,1.00092,,start
2003-04-12,Saturday,1.00092,imputed from 2065,
2003-04-13,Sunday,1.00092,imputed from 2066,
2003-04-14,Monday,0.99612,,
2003-04-15,Tuesday,1.00086,,
2003-04-16,Wednesday,0.96945,,
2003-04-17,Thursday,0.97421,,
2003-04-18,Friday,0.97421,imputed from 2071,start
2003-04-19,Saturday,0.97421,imputed from 2072,
2003-04-20,Sunday,0.97421,imputed from 2073,
2003-04-21,Monday,0.98703,,
2003-04-22,Tuesday,0.97879,,
2003-04-23,Wednesday,0.98725,,
2003-04-24,Thursday,0.96694,,
2003-04-25,Friday,0.97306,,start
2003-04-26,Saturday,0.97306,imputed from 2079,
2003-04-27,Sunday,0.97306,imputed from 2080,
2003-04-28,Monday,0.98121,,
2003-04-29,Tuesday,0.98667,,
2003-04-30,Wednesday,0.97566,,
2003-05-01,Thursday,0.96732,,
2003-05-02,Friday,0.98656,,start
2003-05-03,Saturday,0.98656,imputed from 2086,
2003-05-04,Sunday,0.98656,imputed from 2087,
2003-05-05,Monday,0.98017,,
2003-05-06,Tuesday,0.97993,,
2003-05-07,Wednesday,0.96817,,
2003-05-08,Thursday,0.96068,,
2003-05-09,Friday,0.97265,,start
2003-05-10,Saturday,0.97265,imputed from 2093,
2003-05-11,Sunday,0.97265,imputed from 2094,
2003-05-12,Monday,0.96653,,
2003-05-13,Tuesday,0.97427,,
2003-05-14,Wednesday,0.96853,,
2003-05-15,Thursday,0.97611,,
2003-05-16,Friday,0.97043,,start
2003-05-17,Saturday,0.97043,imputed from 2100,
2003-05-18,Sunday,0.97043,imputed from 2101,
2003-05-19,Monday,0.95693,,
2003-05-20,Tuesday,0.9357,,
2003-05-21,Wednesday,0.94231,,
2003-05-22,Thursday,0.94817,,
2003-05-23,Friday,0.94781,,start
2003-05-24,Saturday,0.94781,imputed from 2107,
2003-05-25,Sunday,0.94781,imputed from 2108,
2003-05-26,Monday,0.94781,imputed from 2109,
2003-05-27,Tuesday,0.95423,,
2003-05-28,Wednesday,0.97516,,
2003-05-29,Thursday,0.97112,,
2003-05-30,Friday,0.98316,,start
2003-05-31,Saturday,0.98316,imputed from 2114,
2003-06-01,Sunday,0.98316,imputed from 2115,
2003-06-02,Monday,0.99711,,
2003-06-03,Tuesday,0.99648,,
2003-06-04,Wednesday,0.9973,,
2003-06-05,Thursday,0.97123,,
2003-06-06,Friday,0.98418,,start
2003-06-07,Saturday,0.98418,imputed from 2121,
2003-06-08,Sunday,0.98418,imputed from 2122,
2003-06-09,Monday,0.90737,,
2003-06-10,Tuesday,0.91645,,
2003-06-11,Wednesday,0.89244,,
2003-06-12,Thursday,0.8815,,
2003-06-13,Friday,0.87893,,start
2003-06-14,Saturday,0.87893,imputed from 2128,
2003-06-15,Sunday,0.87893,imputed from 2129,
2003-06-16,Monday,0.87426,,
2003-06-17,Tuesday,0.88095,,
2003-06-18,Wednesday,0.89428,,
2003-06-19,Thursday,0.8839,,
2003-06-20,Friday,0.9005,,start
2003-06-21,Saturday,0.9005,imputed from 2135,
2003-06-22,Sunday,0.9005,imputed from 2136,
2003-06-23,Monday,0.90634,,
2003-06-24,Tuesday,0.90794,,
2003-06-25,Wednesday,0.91952,,
2003-06-26,Thursday,0.93671,,
2003-06-27,Friday,0.94532,,start
2003-06-28,Saturday,0.94532,imputed from 2142,
2003-06-29,Sunday,0.94532,imputed from 2143,
2003-06-30,Monday,0.94562,,
2003-07-01,Tuesday,0.93755,,
2003-07-02,Wednesday,0.95112,,
2003-07-03,Thursday,0.94732,,
2003-07-04,Friday,0.94732,imputed from 2148,start
2003-07-05,Saturday,0.94732,imputed from 2149,
2003-07-06,Sunday,0.94732,imputed from 2150,
2003-07-07,Monday,0.98376,,
2003-07-08,Tuesday,0.9904,,
2003-07-09,Wednesday,0.96925,,
2003-07-10,Thursday,0.96835,,
2003-07-11,Friday,0.96912,,start
2003-07-12,Saturday,0.96912,imputed from 2156,
2003-07-13,Sunday,0.96912,imputed from 2157,
2003-07-14,Monday,0.96317,,
2003-07-15,Tuesday,0.97621,,
2003-07-16,Wednesday,0.99043,,
2003-07-17,Thursday,0.99552,,
2003-07-18,Friday,0.99314,,start
2003-07-19,Saturday,0.99314,imputed from 2163,
2003-07-20,Sunday,0.99314,imputed from 2164,
2003-07-21,Monday,0.99772,,
2003-07-22,Tuesday,1.00979,,
2003-07-23,Wednesday,1.01885,,
2003-07-24,Thursday,1.02743,,
2003-07-25,Friday,1.0284,,start
2003-07-26,Saturday,1.0284,imputed from 2170,
2003-07-27,Sunday,1.0284,imputed from 2171,
2003-07-28,Monday,1.04266,,
2003-07-29,Tuesday,1.05128,,
2003-07-30,Wednesday,1.06055,,
2003-07-31,Thursday,1.07803,,
2003-08-01,Friday,1.08277,,start
2003-08-02,Saturday,1.08277,imputed from 2177,
2003-08-03,Sunday,1.08277,imputed from 2178,
2003-08-04,Monday,1.04522,,
2003-08-05,Tuesday,1.0345,,
2003-08-06,Wednesday,1.03483,,
2003-08-07,Thursday,1.02743,,
2003-08-08,Friday,1.05159,,start
2003-08-09,Saturday,1.05159,imputed from 2184,
2003-08-10,Sunday,1.05159,imputed from 2185,
2003-08-11,Monday,1.03289,,
2003-08-12,Tuesday,1.04825,,
2003-08-13,Wednesday,1.05103,,
2003-08-14,Thursday,1.06069,,
2003-08-15,Friday,1.06514,,start
2003-08-16,Saturday,1.06514,imputed from 2191,
2003-08-17,Sunday,1.06514,imputed from 2192,
2003-08-18,Monday,1.09115,,
2003-08-19,Tuesday,1.09001,,
2003-08-20,Wednesday,1.10866,,
2003-08-21,Thursday,1.13879,,
2003-08-22,Friday,1.15701,,start
2003-08-23,Saturday,1.15701,imputed from 2198,
2003-08-24,Sunday,1.15701,imputed from 2199,
2003-08-25,Monday,1.13597,,
2003-08-26,Tuesday,1.13742,,
2003-08-27,Wednesday,1.16183,,
2003-08-28,Thursday,1.15953,,
2003-08-29,Friday,1.16305,,start
2003-08-30,Saturday,1.16305,imputed from 2205,
2003-08-31,Sunday,1.16305,imputed from 2206,
2003-09-01,Monday,1.16305,imputed from 2207,
2003-09-02,Tuesday,1.17705,,
2003-09-03,Wednesday,1.19815,,
2003-09-04,Thursday,1.19743,,
2003-09-05,Friday,1.17896,,start
2003-09-06,Saturday,1.17896,imputed from 2212,
2003-09-07,Sunday,1.17896,imputed from 2213,
2003-09-08,Monday,1.19508,,
2003-09-09,Tuesday,1.19929,,
2003-09-10,Wednesday,1.20452,,
2003-09-11,Thursday,1.22134,,
2003-09-12,Friday,1.19006,,start
2003-09-13,Saturday,1.19006,imputed from 2219,
2003-09-14,Sunday,1.19006,imputed from 2220,
2003-09-15,Monday,1.18594,,
2003-09-16,Tuesday,1.1865,,
2003-09-17,Wednesday,1.18662,,
2003-09-18,Thursday,1.18998,,
2003-09-19,Friday,1.16819,,start
2003-09-20,Saturday,1.16819,imputed from 2226,
2003-09-21,Sunday,1.16819,imputed from 2227,
2003-09-22,Monday,1.16297,,
2003-09-23,Tuesday,1.1843,,
2003-09-24,Wednesday,1.1813,,
2003-09-25,Thursday,1.16351,,
2003-09-26,Friday,1.14986,,start
2003-09-27,Saturday,1.14986,imputed from 2233,
2003-09-28,Sunday,1.14986,imputed from 2234,
2003-09-29,Monday,1.15722,,
2003-09-30,Tuesday,1.15518,,
2003-10-01,Wednesday,1.16921,,
2003-10-02,Thursday,1.1788,,
2003-10-03,Friday,1.20087,,start
2003-10-04,Saturday,1.20087,imputed from 2240,
2003-10-05,Sunday,1.20087,imputed from 2241,
2003-10-06,Monday,1.15771,,
2003-10-07,Tuesday,1.17322,,
2003-10-08,Wednesday,1.19331,,
2003-10-09,Thursday,1.20044,,
2003-10-10,Friday,1.21041,,start
2003-10-11,Saturday,1.21041,imputed from 2247,
2003-10-12,Sunday,1.21041,imputed from 2248,
2003-10-13,Monday,1.24284,,
2003-10-14,Tuesday,1.22327,,
2003-10-15,Wednesday,1.21834,,
2003-10-16,Thursday,1.18777,,
2003-10-17,Friday,1.20172,,start
2003-10-18,Saturday,1.20172,imputed from 2254,
2003-10-19,Sunday,1.20172,imputed from 2255,
2003-10-20,Monday,1.1794,,
2003-10-21,Tuesday,1.1761,,
2003-10-22,Wednesday,1.14398,,
2003-10-23,Thursday,1.16274,,
2003-10-24,Friday,1.17305,,start
2003-10-25,Saturday,1.17305,imputed from 2261,
2003-10-26,Sunday,1.17305,imputed from 2262,
2003-10-27,Monday,1.20324,,
2003-10-28,Tuesday,1.19663,,
2003-10-29,Wednesday,1.21577,,
2003-10-30,Thursday,1.20773,,
2003-10-31,Friday,1.21706,,start
2003-11-01,Saturday,1.21706,imputed from 2268,
2003-11-02,Sunday,1.21706,imputed from 2269,
2003-11-03,Monday,1.2567,,
2003-11-04,Tuesday,1.25862,,
2003-11-05,Wednesday,1.28766,,
2003-11-06,Thursday,1.31335,,
2003-11-07,Friday,1.31866,,start
2003-11-08,Saturday,1.31866,imputed from 2275,
2003-11-09,Sunday,1.31866,imputed from 2276,
2003-11-10,Monday,1.34528,,
2003-11-11,Tuesday,1.31847,,
2003-11-12,Wednesday,1.28374,,
2003-11-13,Thursday,1.27445,,
2003-11-14,Friday,1.25435,,start
2003-11-15,Saturday,1.25435,imputed from 2282,
2003-11-16,Sunday,1.25435,imputed from 2283,
2003-11-17,Monday,1.24128,,
2003-11-18,Tuesday,1.23995,,
2003-11-19,Wednesday,1.2205,,
2003-11-20,Thursday,1.23162,,
2003-11-21,Friday,1.23476,,start
2003-11-22,Saturday,1.23476,imputed from 2289,
2003-11-23,Sunday,1.23476,imputed from 2290,
2003-11-24,Monday,1.27122,,
2003-11-25,Tuesday,1.27638,,
2003-11-26,Wednesday,1.27673,,
2003-11-27,Thursday,1.27673,imputed from 2294,
2003-11-28,Friday,1.28291,,start
2003-11-29,Saturday,1.28291,imputed from 2296,
2003-11-30,Sunday,1.28291,imputed from 2297,
2003-12-01,Monday,1.28604,,
2003-12-02,Tuesday,1.28063,,
2003-12-03,Wednesday,1.26614,,
2003-12-04,Thursday,1.24816,,
2003-12-05,Friday,1.23326,,start
2003-12-06,Saturday,1.23326,imputed from 2303,
2003-12-07,Sunday,1.23326,imputed from 2304,
2003-12-08,Monday,1.16043,,
2003-12-09,Tuesday,1.1426,,
2003-12-10,Wednesday,1.12401,,
2003-12-11,Thursday,1.13514,,
2003-12-12,Friday,1.11818,,start
2003-12-13,Saturday,1.11818,imputed from 2310,
2003-12-14,Sunday,1.11818,imputed from 2311,
2003-12-15,Monday,1.13458,,
2003-12-16,Tuesday,1.12347,,
2003-12-17,Wednesday,1.1217,,
2003-12-18,Thursday,1.10063,,
2003-12-19,Friday,1.11094,,start
2003-12-20,Saturday,1.11094,imputed from 2317,
2003-12-21,Sunday,1.11094,imputed from 2318,
2003-12-22,Monday,1.12506,,
2003-12-23,Tuesday,1.14232,,
2003-12-24,Wednesday,1.11219,,
2003-12-25,Thursday,1.11219,imputed from 2322,
2003-12-26,Friday,1.08029,,start
2003-12-27,Saturday,1.08029,imputed from 2324,
2003-12-28,Sunday,1.08029,imputed from 2325,
2003-12-29,Monday,1.01388,,
2003-12-30,Tuesday,0.94792,,
2003-12-31,Wednesday,0.91333,,
2004-01-01,Thursday,0.91333,imputed from 2329,
2004-01-02,Friday,0.91261,,start
2004-01-03,Saturday,0.91261,imputed from 2331,
2004-01-04,Sunday,0.91261,imputed from 2332,
2004-01-05,Monday,0.92739,,
2004-01-06,Tuesday,0.90786,,
2004-01-07,Wednesday,0.93323,,
2004-01-08,Thursday,0.92165,,
2004-01-09,Friday,0.92636,,start
2004-01-10,Saturday,0.92636,imputed from 2338,
2004-01-11,Sunday,0.92636,imputed from 2339,
2004-01-12,Monday,0.91388,,
2004-01-13,Tuesday,0.91833,,
2004-01-14,Wednesday,0.93681,,
2004-01-15,Thursday,0.96845,,
2004-01-16,Friday,0.99799,,start
2004-01-17,Saturday,0.99799,imputed from 2345,
2004-01-18,Sunday,0.99799,imputed from 2346,
2004-01-19,Monday,0.99799,imputed from 2347,
2004-01-20,Tuesday,0.99993,,
2004-01-21,Wednesday,1.01283,,
2004-01-22,Thursday,1.00823,,
2004-01-23,Friday,0.99593,,start
2004-01-24,Saturday,0.99593,imputed from 2352,
2004-01-25,Sunday,0.99593,imputed from 2353,
2004-01-26,Monday,0.98352,,
2004-01-27,Tuesday,0.9811,,
2004-01-28,Wednesday,0.9634,,
2004-01-29,Thursday,0.95913,,
2004-01-30,Friday,0.96558,,start
2004-01-31,Saturday,0.96558,imputed from 2359,
2004-02-01,Sunday,0.96558,imputed from 2360,
2004-02-02,Monday,0.96819,,
2004-02-03,Tuesday,0.9536,,
2004-02-04,Wednesday,0.93584,,
2004-02-05,Thursday,0.94106,,
2004-02-06,Friday,0.92977,,start
2004-02-07,Saturday,0.92977,imputed from 2366,
2004-02-08,Sunday,0.92977,imputed from 2367,
2004-02-09,Monday,0.90906,,
