,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,HO1_Comdty_buy,HO1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,sub_considered_assets_3,weighted_return,weighted_return_l,weighted_return_s
2011-06-16,Thursday,150.35079,,,,,1.30909,,,,,1657.96775,,,,,,,,,,,
2011-06-17,Friday,146.81112,start,-0.0564578511542606,,,1.29603,start,-0.0322573419054232,100.0,100.0,1662.64097,start,0.0137707293201293,-100.0,-100.0,"{'HO1_Comdty': 1.3333333333333333, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': 1.4941350456693978, 'HO1_Comdty': -5.887075944989312, 'GC1_Comdty': -62.65301641629848}","{'HO1_Comdty': 0.015984723410180368, 'GC1_Comdty': -0.005245583444225113, 'CL1_Comdty': -0.057153598961363926}","{'HO1_Comdty': 3.041585413790386, 'CL1_Comdty': 0.06299224553737971, 'GC1_Comdty': -6.890740259063317}",-0.0460280712255525,-0.0322573419054232,-0.0137707293201293
2011-06-18,Saturday,146.81112,,,,,1.29603,,,,,1662.64097,,,,,,,,,,,
2011-06-19,Sunday,146.81112,,,,,1.29603,,,,,1662.64097,,,,,,,,,,,
2011-06-20,Monday,146.73675,,,,,1.26969,,,,,1660.46686,,,,,,,,,,,
2011-06-21,Tuesday,146.48737,,,,,1.2475,,,,,1659.88287,,,,,,,,,,,
2011-06-22,Wednesday,147.41167,,,,,1.26688,,,,,1656.1103,,,,,,,,,,,
2011-06-23,Thursday,140.86436,,,,,1.19462,,,,,1623.74832,,,,,,,,,,,
2011-06-24,Friday,140.84527,start,-0.0406362270105969,,,1.17916,start,-0.0901753817427065,100.0,100.0,1600.13902,start,-0.0375919703217705,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': 4.539450082075413, 'HO1_Comdty': -0.5089676051359394, 'GC1_Comdty': -59.72628127317353}","{'GC1_Comdty': -0.048190271372957796, 'HO1_Comdty': -0.0883839371631084, 'CL1_Comdty': -0.12849416632752297}","{'HO1_Comdty': 7.531131658023682, 'CL1_Comdty': 2.104913286925739, 'GC1_Comdty': -2.7435979873558023}",-0.052583411420936005,-0.0901753817427065,0.0375919703217705
2011-06-25,Saturday,140.84527,,,,,1.17916,,,,,1600.13902,,,,,,,,,,,
2011-06-26,Sunday,140.84527,,,,,1.17916,,,,,1600.13902,,,,,,,,,,,
2011-06-27,Monday,140.17962,,,,,1.18698,,,,,1597.43961,,,,,,,,,,,
2011-06-28,Tuesday,142.55728,,,,,1.20338,,,,,1588.68422,,,,,,,,,,,
2011-06-29,Wednesday,146.24778,,,,,1.25051,,,,,1608.34192,,,,,,,,,,,
2011-06-30,Thursday,148.4142,,,,,1.26578,,,,,1612.89172,,,,,,,,,,,
2011-07-01,Friday,148.80755,start,0.056532107894003,,,1.26578,start,0.0734590725601274,100.0,100.0,1603.49561,start,0.0020976864872652,-100.0,-100.0,"{'HO1_Comdty': 1.3333333333333333, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': 1.6968985686372307, 'HO1_Comdty': -4.080600531682452, 'GC1_Comdty': -61.25793122818006}","{'HO1_Comdty': -0.02445066015597222, 'GC1_Comdty': -0.025369104333027172, 'CL1_Comdty': -0.047767570049439524}","{'HO1_Comdty': 13.157237882411692, 'CL1_Comdty': 4.545456340176289, 'GC1_Comdty': 0.9218879115480919}",0.0713613860728622,0.0734590725601274,-0.0020976864872652
2011-07-02,Saturday,148.80755,,,,,1.26578,,,,,1603.49561,,,,,,,,,,,
2011-07-03,Sunday,148.80755,,,,,1.26578,,,,,1603.49561,,,,,,,,,,,
2011-07-04,Monday,148.80755,,,,,1.26578,,,,,1603.49561,,,,,,,,,,,
2011-07-05,Tuesday,151.23754,,,,,1.2744,,,,,1629.30147,,,,,,,,,,,
2011-07-06,Wednesday,149.77385,,,,,1.26806,,,,,1635.1832,,,,,,,,,,,
2011-07-07,Thursday,153.77903,,,,,1.33501,,,,,1646.04495,,,,,,,,,,,
2011-07-08,Friday,148.73887,start,-0.0004615357218098,,,1.32202,start,0.0444311017712399,100.0,100.0,1644.70909,start,0.0257022718010435,-100.0,-100.0,"{'HO1_Comdty': 1.3333333333333333, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -0.37165531518405054, 'HO1_Comdty': -7.599888839699431, 'GC1_Comdty': -63.385890153395145}","{'HO1_Comdty': 0.012644709960997973, 'GC1_Comdty': 0.004618874689697374, 'CL1_Comdty': -0.010816771271248657}","{'HO1_Comdty': 13.148107480552895, 'CL1_Comdty': 3.3158721452850104, 'GC1_Comdty': 2.619083367298163}",0.018728829970196398,0.0444311017712399,-0.0257022718010435
2011-07-09,Saturday,148.73887,,,,,1.32202,,,,,1644.70909,,,,,,,,,,,
2011-07-10,Sunday,148.73887,,,,,1.32202,,,,,1644.70909,,,,,,,,,,,
2011-07-11,Monday,146.83419,,,,,1.3157,,,,,1649.65791,,,,,,,,,,,
2011-07-12,Tuesday,150.0287,,,,,1.31291,,,,,1660.02287,,,,,,,,,,,
2011-07-13,Wednesday,148.42959,,,,,1.29576,,,,,1656.17848,,,,,,,,,,,
2011-07-14,Thursday,144.30901,,,,,1.28469,,,,,1653.86788,,,,,,,,,,,
2011-07-15,Friday,146.53879,start,-0.0147915605382774,-100.0,,1.29752,start,-0.0185322461082282,100.0,100.0,1653.48429,start,0.0053354116258943,,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 2.8871960214099115, 'HO1_Comdty': -5.552649504476095, 'GC1_Comdty': -64.59169837188844}","{'GC1_Comdty': -0.0034536833997744995, 'HO1_Comdty': -0.010925528113009774, 'CL1_Comdty': -0.034137212281384784}","{'HO1_Comdty': 12.277918337131803, 'GC1_Comdty': 3.9859834809979824, 'CL1_Comdty': 0.6400000576847891}",-0.0238676577341225,-0.0185322461082282,-0.0053354116258943
2011-07-16,Saturday,146.53879,,,,,1.29752,,,,,1653.48429,,,,,,,,,,,
2011-07-17,Sunday,146.53879,,,,,1.29752,,,,,1653.48429,,,,,,,,,,,
2011-07-18,Monday,144.91905,,,,,1.28389,,,,,1670.3596,,,,,,,,,,,
2011-07-19,Tuesday,147.29081,,,,,1.29236,,,,,1669.00446,,,,,,,,,,,
2011-07-20,Wednesday,148.60209,,,,,1.30389,,,,,1668.49377,,,,,,,,,,,
2011-07-21,Thursday,149.50363,,,,,1.29412,,,,,1655.92476,,,,,,,,,,,
2011-07-22,Friday,150.15968,start,0.0247094301788625,,-100.0,1.30216,start,0.0035760527776064,100.0,100.0,1665.95112,start,0.007539732959906,-100.0,,"{'HO1_Comdty': 1.3333333333333333, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': 0.5680225684574229, 'HO1_Comdty': -6.21577006094585, 'GC1_Comdty': -64.48450934646648}","{'HO1_Comdty': 0.02651447715538862, 'CL1_Comdty': 0.016878251528929626, 'GC1_Comdty': -0.0001120326791845249}","{'HO1_Comdty': 8.821349000463464, 'GC1_Comdty': 5.171501578274347, 'CL1_Comdty': -1.8709078594831852}",-0.0211333774012561,0.0035760527776064,-0.0247094301788625
2011-07-23,Saturday,150.15968,,,,,1.30216,,,,,1665.95112,,,,,,,,,,,
2011-07-24,Sunday,150.15968,,,,,1.30216,,,,,1665.95112,,,,,,,,,,,
2011-07-25,Monday,147.36123,,,,,1.27822,,,,,1656.94278,,,,,,,,,,,
2011-07-26,Tuesday,147.31673,,,,,1.27512,,,,,1654.66352,,,,,,,,,,,
2011-07-27,Wednesday,144.20283,,,,,1.26361,,,,,1654.36479,,,,,,,,,,,
2011-07-28,Thursday,144.24408,,,,,1.27271,,,,,1652.93066,,,,,,,,,,,
2011-07-29,Friday,138.90018,start,-0.0749835108865442,-100.0,,1.24423,start,-0.0444876205689009,100.0,100.0,1635.68645,start,-0.018166601430659,,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 2.2934028664386865, 'HO1_Comdty': -5.38427010709815, 'GC1_Comdty': -64.41760975468922}","{'GC1_Comdty': 0.028359744634154676, 'HO1_Comdty': 0.022746091476261842, 'CL1_Comdty': -0.011087791644552085}","{'HO1_Comdty': 8.925101489782811, 'GC1_Comdty': 4.572636968800187, 'CL1_Comdty': -1.5249137020411179}",-0.026321019138241898,-0.0444876205689009,0.018166601430659
2011-07-30,Saturday,138.90018,,,,,1.24423,,,,,1635.68645,,,,,,,,,,,
2011-07-31,Sunday,138.90018,,,,,1.24423,,,,,1635.68645,,,,,,,,,,,
2011-08-01,Monday,136.43086,,,,,1.23174,,,,,1610.87787,,,,,,,,,,,
2011-08-02,Tuesday,132.34377,,,,,1.2066,,,,,1603.09473,,,,,,,,,,,
2011-08-03,Wednesday,130.00711,,,,,1.18084,,,,,1627.96941,,,,,,,,,,,
2011-08-04,Thursday,122.20862,,,,,1.12914,,,,,1616.72184,,,,,,,,,,,
2011-08-05,Friday,122.73737,start,-0.1163627721720735,-100.0,-100.0,1.14944,start,-0.0761836637920641,100.0,100.0,1611.91378,start,-0.014533757371408,,,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 10.783674022752928, 'HO1_Comdty': 1.4736412893812203, 'GC1_Comdty': -61.350441511640064}","{'GC1_Comdty': -0.0071064983142725, 'HO1_Comdty': -0.113063526435659, 'CL1_Comdty': -0.18980176995690232}","{'HO1_Comdty': 5.296219219317343, 'GC1_Comdty': 2.2046512515496195, 'CL1_Comdty': -2.496848305156556}",0.040179108380009404,-0.0761836637920641,0.1163627721720735
2011-08-06,Saturday,122.73737,,,,,1.14944,,,,,1611.91378,,,,,,,,,,,
2011-08-07,Sunday,122.73737,,,,,1.14944,,,,,1611.91378,,,,,,,,,,,
2011-08-08,Monday,113.01095,,,,,1.07703,,,,,1644.85295,,,,,,,,,,,
2011-08-09,Tuesday,106.65248,,,,,1.02847,,,,,1619.36415,,,,,,,,,,,
2011-08-10,Wednesday,111.52657,,,,,1.0663,,,,,1658.45116,,,,,,,,,,,
2011-08-11,Thursday,119.66147,,,,,1.11939,,,,,1689.01552,,,,,,,,,,,
2011-08-12,Friday,121.32614,start,-0.0114979651266766,-100.0,-100.0,1.14125,start,-0.0071252087973273,100.0,100.0,1710.58722,start,0.0612150855860291,,,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 10.999784583548363, 'HO1_Comdty': 1.857668904185144, 'GC1_Comdty': -63.87354500614611}","{'GC1_Comdty': 0.01809517606737342, 'HO1_Comdty': -0.14651374221973565, 'CL1_Comdty': -0.20029648727831947}","{'HO1_Comdty': 12.628581493137704, 'GC1_Comdty': 2.358340771459077, 'CL1_Comdty': 1.024247754473953}",0.004372756329349301,-0.0071252087973273,0.0114979651266766
2011-08-13,Saturday,121.32614,,,,,1.14125,,,,,1710.58722,,,,,,,,,,,
2011-08-14,Sunday,121.32614,,,,,1.14125,,,,,1710.58722,,,,,,,,,,,
2011-08-15,Monday,127.27489,,,,,1.17933,,,,,1758.83195,,,,,,,,,,,
2011-08-16,Tuesday,126.72274,,,,,1.18623,,,,,1803.36226,,,,,,,,,,,
2011-08-17,Wednesday,127.42128,,,,,1.19178,,,,,1802.90039,,,,,,,,,,,
2011-08-18,Thursday,120.20481,,,,,1.16022,,,,,1836.09787,,,,,,,,,,,
2011-08-19,Friday,119.24163,start,-0.0171810460631154,-100.0,-100.0,1.16451,start,0.0203811610076668,100.0,100.0,1854.31143,start,0.0840203927163679,,,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 10.474956578337284, 'HO1_Comdty': -0.19471232378621492, 'GC1_Comdty': -70.0495013070521}","{'GC1_Comdty': 0.10079676055433817, 'HO1_Comdty': -0.10132068173385853, 'CL1_Comdty': -0.1817326034200575}","{'HO1_Comdty': 12.673549246312197, 'GC1_Comdty': 3.0823937814725477, 'CL1_Comdty': 1.8013764445598008}",0.0375622070707822,0.0203811610076668,0.0171810460631154
2011-08-20,Saturday,119.24163,,,,,1.16451,,,,,1854.31143,,,,,,,,,,,
2011-08-21,Sunday,119.24163,,,,,1.16451,,,,,1854.31143,,,,,,,,,,,
2011-08-22,Monday,122.2323,,,,,1.16981,,,,,1898.57529,,,,,,,,,,,
2011-08-23,Tuesday,123.81895,,,,,1.18364,,,,,1869.5899,,,,,,,,,,,
2011-08-24,Wednesday,124.11671,,,,,1.19775,,,,,1774.86794,,,,,,,,,,,
2011-08-25,Thursday,124.57131,,,,,1.21022,,,,,1784.11976,,,,,,,,,,,
2011-08-26,Friday,126.52287,start,0.0610629022766629,,-100.0,1.23829,start,0.0633571201621282,100.0,100.0,1846.06386,start,-0.0044477803817452,-100.0,,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': 8.53244543904142, 'HO1_Comdty': -2.6036849550444785, 'GC1_Comdty': -61.59457793131212}","{'GC1_Comdty': 0.07890479458770469, 'HO1_Comdty': -0.04991699169917005, 'CL1_Comdty': -0.151382408457343}","{'HO1_Comdty': 12.005301791621863, 'CL1_Comdty': 3.036219228476108, 'GC1_Comdty': 2.5117595830966115}",0.0022942178854652995,0.0633571201621282,-0.0610629022766629
2011-08-27,Saturday,126.52287,,,,,1.23829,,,,,1846.06386,,,,,,,,,,,
2011-08-28,Sunday,126.52287,,,,,1.23829,,,,,1846.06386,,,,,,,,,,,
2011-08-29,Monday,130.95691,,,,,1.25382,,,,,1863.12038,,,,,,,,,,,
2011-08-30,Tuesday,133.5008,,,,,1.27934,,,,,1904.29317,,,,,,,,,,,
2011-08-31,Wednesday,131.13202,,,,,1.2616,,,,,1874.24398,,,,,,,,,,,
2011-09-01,Thursday,129.66029,,,,,1.23275,,,,,1848.07772,,,,,,,,,,,
2011-09-02,Friday,124.87001,start,-0.0130637251589377,-100.0,,1.19949,start,-0.0313335325327669,100.0,100.0,1878.66674,start,0.017660754162643,,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 6.602725195590089, 'HO1_Comdty': -3.778828416794064, 'GC1_Comdty': -62.35912099242379}","{'GC1_Comdty': 0.15281878952882594, 'HO1_Comdty': 0.023599368205890616, 'CL1_Comdty': -0.01678249892529644}","{'HO1_Comdty': 7.52428092957833, 'GC1_Comdty': -0.7287174074962455, 'CL1_Comdty': -2.621363703086163}",-0.048994286695409894,-0.0313335325327669,-0.017660754162643
2011-09-03,Saturday,124.87001,,,,,1.19949,,,,,1878.66674,,,,,,,,,,,
2011-09-04,Sunday,124.87001,,,,,1.19949,,,,,1878.66674,,,,,,,,,,,
2011-09-05,Monday,124.87001,,,,,1.19949,,,,,1878.66674,,,,,,,,,,,
2011-09-06,Tuesday,135.96634,,,,,1.31822,,,,,2051.66855,,,,,,,,,,,
2011-09-07,Wednesday,141.05004,,,,,1.34529,,,,,1988.26502,,,,,,,,,,,
2011-09-08,Thursday,142.71742,,,,,1.35173,,,,,2063.13715,,,,,,,,,,,
2011-09-09,Friday,141.45019,start,0.13277952007852,100.0,-100.0,1.34125,start,0.1181835613469058,,100.0,2089.38018,start,0.1121611595678753,-100.0,,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': 1.8122870702691851, 'HO1_Comdty': -8.487477906047479, 'GC1_Comdty': -61.446390264394374}","{'CL1_Comdty': 0.34292611722434313, 'HO1_Comdty': 0.31678640439974237, 'GC1_Comdty': 0.2740415128120816}","{'GC1_Comdty': 0.14510887789253732, 'HO1_Comdty': -2.0751622465854083, 'CL1_Comdty': -10.725659721711049}",-0.014595958731614206,0.1181835613469058,-0.13277952007852
2011-09-10,Saturday,141.45019,,,,,1.34125,,,,,2089.38018,,,,,,,,,,,
2011-09-11,Sunday,141.45019,,,,,1.34125,,,,,2089.38018,,,,,,,,,,,
2011-09-12,Monday,143.26572,,,,,1.32659,,,,,2040.98509,,,,,,,,,,,
2011-09-13,Tuesday,145.43768,,,,,1.31145,,,,,2044.43797,,,,,,,,,,,
2011-09-14,Wednesday,143.11329,,,,,1.31333,,,,,2037.49294,,,,,,,,,,,
2011-09-15,Thursday,142.55621,,,,,1.33622,,,,,1968.64639,,,,,,,,,,,
2011-09-16,Friday,141.30962,start,-0.0009937773855234,100.0,100.0,1.33923,start,-0.0015060577819199,,,2020.49984,start,-0.032966877287024,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': 1.759880151396408, 'HO1_Comdty': -7.979569435169482, 'GC1_Comdty': -56.221674019930596}","{'CL1_Comdty': 0.1289577317110084, 'HO1_Comdty': 0.12855792774603716, 'GC1_Comdty': 0.09165331532452652}","{'GC1_Comdty': 7.910801457827323, 'HO1_Comdty': 4.9137888642701055, 'CL1_Comdty': -4.206690003207614}",0.0319730999015006,-0.0009937773855234,0.032966877287024
2011-09-17,Saturday,141.30962,,,,,1.33923,,,,,2020.49984,,,,,,,,,,,
2011-09-18,Sunday,141.30962,,,,,1.33923,,,,,2020.49984,,,,,,,,,,,
2011-09-19,Monday,139.07911,,,,,1.32398,,,,,2000.73462,,,,,,,,,,,
2011-09-20,Tuesday,141.74408,,,,,1.33851,,,,,2045.33075,,,,,,,,,,,
2011-09-21,Wednesday,140.72828,,,,,1.33195,,,,,2053.05694,,,,,,,,,,,
2011-09-22,Thursday,133.99484,,,,,1.31391,,,,,2009.47214,,,,,,,,,,,
2011-09-23,Friday,132.76451,start,-0.060470829940665,,100.0,1.28832,start,-0.0380143813982661,100.0,,1890.10385,start,-0.0645365010273893,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': 4.480553251511839, 'HO1_Comdty': -7.21388530190254, 'GC1_Comdty': -56.544114096608624}","{'HO1_Comdty': 0.11214434241285334, 'CL1_Comdty': 0.08255719770074958, 'GC1_Comdty': 0.07481974206864006}","{'GC1_Comdty': 12.198734224742932, 'HO1_Comdty': 6.16837536802609, 'CL1_Comdty': -4.038917494908029}",0.004065671086724294,-0.060470829940665,0.0645365010273893
2011-09-24,Saturday,132.76451,,,,,1.28832,,,,,1890.10385,,,,,,,,,,,
2011-09-25,Sunday,132.76451,,,,,1.28832,,,,,1890.10385,,,,,,,,,,,
2011-09-26,Monday,133.36878,,,,,1.28591,,,,,1837.55975,,,,,,,,,,,
2011-09-27,Tuesday,138.894,,,,,1.31121,,,,,1884.38614,,,,,,,,,,,
2011-09-28,Wednesday,133.68443,,,,,1.28583,,,,,1846.64661,,,,,,,,,,,
2011-09-29,Thursday,135.30581,,,,,1.28655,,,,,1846.96822,,,,,,,,,,,
2011-09-30,Friday,131.42215,start,-0.010110834589756,100.0,,1.2853,start,-0.0023441381023346,,100.0,1866.30089,start,-0.0125934667558081,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': 3.9385590475931203, 'HO1_Comdty': -6.190781360192655, 'GC1_Comdty': -46.70287576139611}","{'CL1_Comdty': 0.013870423898724038, 'HO1_Comdty': 0.007536017143244092, 'GC1_Comdty': -0.028902712230624863}","{'GC1_Comdty': 12.315329390435291, 'HO1_Comdty': 7.4739117545373865, 'CL1_Comdty': -3.322373641086482}",0.0102493286534735,-0.0023441381023346,0.0125934667558081
2011-10-01,Saturday,131.42215,,,,,1.2853,,,,,1866.30089,,,,,,,,,,,
2011-10-02,Sunday,131.42215,,,,,1.2853,,,,,1866.30089,,,,,,,,,,,
2011-10-03,Monday,130.29349,,,,,1.28801,,,,,1929.3814,,,,,,,,,,,
2011-10-04,Tuesday,128.23084,,,,,1.28619,,,,,1898.52893,,,,,,,,,,,
2011-10-05,Wednesday,135.15782,,,,,1.31259,,,,,1930.48437,,,,,,,,,,,
2011-10-06,Thursday,140.10908,,,,,1.35269,,,,,1944.33604,,,,,,,,,,,
2011-10-07,Friday,140.81638,start,0.0714813294410418,,100.0,1.35204,start,0.0519256204777093,100.0,,1924.49619,start,0.0311821637721021,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': 2.204363489156909, 'HO1_Comdty': -8.606556396755703, 'GC1_Comdty': -49.6229343316522}","{'HO1_Comdty': -8.317517447887312e-05, 'CL1_Comdty': -0.006328059516558259, 'GC1_Comdty': -0.02088392338869332}","{'GC1_Comdty': 15.323854490250856, 'HO1_Comdty': 11.258056800509046, 'CL1_Comdty': -1.2768241471119242}",0.04029916566893969,0.0714813294410418,-0.0311821637721021
2011-10-08,Saturday,140.81638,,,,,1.35204,,,,,1924.49619,,,,,,,,,,,
2011-10-09,Sunday,140.81638,,,,,1.35204,,,,,1924.49619,,,,,,,,,,,
2011-10-10,Monday,141.55443,,,,,1.34129,,,,,1919.75719,,,,,,,,,,,
2011-10-11,Tuesday,142.89452,,,,,1.34777,,,,,1917.58401,,,,,,,,,,,
2011-10-12,Wednesday,140.20213,,,,,1.34005,,,,,1911.26567,,,,,,,,,,,
2011-10-13,Thursday,138.90315,,,,,1.36563,,,,,1907.56181,,,,,,,,,,,
2011-10-14,Friday,142.40857,start,0.0113068522284125,,,1.39723,start,0.0334235673500784,100.0,100.0,1914.28955,start,-0.0053035386887412,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': 2.4540666812877414, 'HO1_Comdty': -9.243382713123012, 'GC1_Comdty': -48.374561863357435}","{'HO1_Comdty': 0.034048749506231164, 'CL1_Comdty': -0.0290830925894497, 'GC1_Comdty': -0.06261147522321553}","{'GC1_Comdty': 16.2907574897939, 'HO1_Comdty': 9.919086921174923, 'CL1_Comdty': -0.44877728002914213}",0.0387271060388196,0.0334235673500784,0.0053035386887412
2011-10-15,Saturday,142.40857,,,,,1.39723,,,,,1914.28955,,,,,,,,,,,
2011-10-16,Sunday,142.40857,,,,,1.39723,,,,,1914.28955,,,,,,,,,,,
2011-10-17,Monday,142.35359,,,,,1.3841,,,,,1915.5425,,,,,,,,,,,
2011-10-18,Tuesday,145.79441,,,,,1.39258,,,,,1891.08431,,,,,,,,,,,
2011-10-19,Wednesday,142.49333,,,,,1.37486,,,,,1889.47723,,,,,,,,,,,
2011-10-20,Thursday,140.46418,,,,,1.39059,,,,,1841.32777,,,,,,,,,,,
2011-10-21,Friday,140.46418,start,-0.0136536024482234,,,1.3649,start,-0.0231386385920714,100.0,100.0,1840.96093,start,-0.0383059187676179,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': 1.7953734778443455, 'HO1_Comdty': -10.441805459076974, 'GC1_Comdty': -45.36802834983396}","{'HO1_Comdty': 0.03823932609583893, 'CL1_Comdty': -0.0018766724566922433, 'GC1_Comdty': -0.10201881705168507}","{'GC1_Comdty': 18.976908102997992, 'HO1_Comdty': 11.85961625212925, 'CL1_Comdty': -0.7090461304149611}",0.015167280175546503,-0.0231386385920714,0.0383059187676179
2011-10-22,Saturday,140.46418,,,,,1.3649,,,,,1840.96093,,,,,,,,,,,
2011-10-23,Sunday,140.46418,,,,,1.3649,,,,,1840.96093,,,,,,,,,,,
2011-10-24,Monday,146.07015,,,,,1.3759,,,,,1851.41122,,,,,,,,,,,
2011-10-25,Tuesday,148.95856,,,,,1.37251,,,,,1903.36048,,,,,,,,,,,
2011-10-26,Wednesday,145.16087,,,,,1.36598,,,,,1941.93589,,,,,,,,,,,
2011-10-27,Thursday,146.8067,,,,,1.36251,,,,,1911.83461,,,,,,,,,,,
2011-10-28,Friday,146.29853,start,0.0415362122926998,100.0,,1.34981,start,-0.0110557550003663,,100.0,1917.7342,start,0.0417028241875834,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -0.749028377294039, 'HO1_Comdty': -9.519014207185833, 'GC1_Comdty': -47.58776685533419}","{'CL1_Comdty': 0.10901777285227598, 'HO1_Comdty': 0.05375578497686024, 'GC1_Comdty': 0.03658197746381061}","{'HO1_Comdty': 7.853703069869656, 'GC1_Comdty': 7.242282444586445, 'CL1_Comdty': -4.328318199181914}",-0.0527585791879497,-0.0110557550003663,-0.0417028241875834
2011-10-29,Saturday,146.29853,,,,,1.34981,,,,,1917.7342,,,,,,,,,,,
2011-10-30,Sunday,146.29853,,,,,1.34981,,,,,1917.7342,,,,,,,,,,,
2011-10-31,Monday,147.66962,,,,,1.35709,,,,,1913.99997,,,,,,,,,,,
2011-11-01,Tuesday,148.26289,,,,,1.36813,,,,,1927.44629,,,,,,,,,,,
2011-11-02,Wednesday,148.7439,,,,,1.35107,,,,,1947.04856,,,,,,,,,,,
2011-11-03,Thursday,150.312,,,,,1.35941,,,,,1974.66024,,,,,,,,,,,
2011-11-04,Friday,151.50628,start,0.0355967349774464,100.0,100.0,1.38212,start,0.0239367022025322,,,1976.20991,start,0.0304920827922868,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': -1.9163689059491995, 'HO1_Comdty': -9.816391437300513, 'GC1_Comdty': -50.12927664370841}","{'CL1_Comdty': 0.18378980468754483, 'HO1_Comdty': 0.06227557768243079, 'GC1_Comdty': 0.04010015584891815}","{'GC1_Comdty': 9.177429664883496, 'HO1_Comdty': 5.646897806561965, 'CL1_Comdty': -6.994844008198698}",0.005104652185159601,0.0355967349774464,-0.0304920827922868
2011-11-05,Saturday,151.50628,,,,,1.38212,,,,,1976.20991,,,,,,,,,,,
2011-11-06,Sunday,151.50628,,,,,1.38212,,,,,1976.20991,,,,,,,,,,,
2011-11-07,Monday,156.3956,,,,,1.43042,,,,,2053.19699,,,,,,,,,,,
2011-11-08,Tuesday,157.77014,,,,,1.42222,,,,,2053.09696,,,,,,,,,,,
2011-11-09,Wednesday,157.6431,,,,,1.42874,,,,,2065.39527,,,,,,,,,,,
2011-11-10,Thursday,160.87774,,,,,1.45182,,,,,2026.93787,,,,,,,,,,,
