,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,weighted_return,weighted_return_l,weighted_return_s
2004-10-17,Sunday,324.35247,,,,,814.9939,,,,,,,,,,
2004-10-18,Monday,316.21926,,,,,808.37202,,,,,,,,,,
2004-10-19,Tuesday,313.52152,,,,,814.92247,,,,,,,,,,
2004-10-20,Wednesday,320.61573,,,,,814.76595,,,,,,,,,,
2004-10-21,Thursday,320.04885,,,,,813.95947,,,,,,,,,,
2004-10-22,Friday,324.1352,start,-0.0006698577014073,-100.0,-100.0,813.89259,start,-0.0013513107276017,100.0,100.0,"{'GC1_Comdty': 1.5, 'CL1_Comdty': 1.5}","{'GC1_Comdty': -23.458385547460324, 'CL1_Comdty': -27.546270923992868}","{'CL1_Comdty': 32.664115354034664, 'GC1_Comdty': 2.578703133849392}",-0.0006814530261943999,-0.0013513107276017,0.0006698577014073
2004-10-23,Saturday,324.1352,,,,,813.89259,,,,,,,,,,
2004-10-24,Sunday,324.1352,,,,,813.89259,,,,,,,,,,
2004-10-25,Monday,314.95677,,,,,808.06355,,,,,,,,,,
2004-10-26,Tuesday,320.51269,,,,,808.57851,,,,,,,,,,
2004-10-27,Wednesday,305.47799,,,,,806.66928,,,,,,,,,,
2004-10-28,Thursday,294.66665,,,,,802.59489,,,,,,,,,,
2004-10-29,Friday,299.17775,start,-0.0769970370388652,-100.0,-100.0,807.866,start,-0.0074046502868395,100.0,100.0,"{'GC1_Comdty': 1.5, 'CL1_Comdty': 1.5}","{'GC1_Comdty': -21.231732700781407, 'CL1_Comdty': -22.79484853722595}","{'CL1_Comdty': 27.539152675480036, 'GC1_Comdty': -1.086596613351239}",0.0695923867520257,-0.0074046502868395,0.0769970370388652
2004-10-30,Saturday,299.17775,,,,,807.866,,,,,,,,,,
2004-10-31,Sunday,299.17775,,,,,807.866,,,,,,,,,,
2004-11-01,Monday,291.03895,,,,,809.17476,,,,,,,,,,
2004-11-02,Tuesday,289.5394,,,,,799.22471,,,,,,,,,,
2004-11-03,Wednesday,294.36148,,,,,801.07583,,,,,,,,,,
2004-11-04,Thursday,279.85081,,,,,803.79767,,,,,,,,,,
2004-11-05,Friday,283.03802,start,-0.0539469596251726,100.0,-100.0,806.50608,start,-0.0016833484761086,-100.0,100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -20.055076355037926, 'GC1_Comdty': -21.2562465581979}","{'CL1_Comdty': 18.703771302412, 'GC1_Comdty': -3.343650915184519}",0.052263611149064,-0.0016833484761086,0.0539469596251726
2004-11-06,Saturday,283.03802,,,,,806.50608,,,,,,,,,,
2004-11-07,Sunday,283.03802,,,,,806.50608,,,,,,,,,,
2004-11-08,Monday,280.04759,,,,,804.76665,,,,,,,,,,
2004-11-09,Tuesday,270.48694,,,,,810.71991,,,,,,,,,,
2004-11-10,Wednesday,279.06574,,,,,807.76514,,,,,,,,,,
2004-11-11,Thursday,269.46746,,,,,805.33295,,,,,,,,,,
2004-11-12,Friday,267.89398,start,-0.0535053205926186,100.0,100.0,807.66626,start,0.0014385260431018,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -17.503789903568745, 'GC1_Comdty': -21.315558921555443}","{'CL1_Comdty': 14.948389046982168, 'GC1_Comdty': -5.284517058397179}",-0.054943846635720404,-0.0535053205926186,-0.0014385260431018
2004-11-13,Saturday,267.89398,,,,,807.66626,,,,,,,,,,
2004-11-14,Sunday,267.89398,,,,,807.66626,,,,,,,,,,
2004-11-15,Monday,267.22458,,,,,811.52739,,,,,,,,,,
2004-11-16,Tuesday,261.64484,,,,,813.5893,,,,,,,,,,
2004-11-17,Wednesday,263.41262,,,,,814.74094,,,,,,,,,,
2004-11-18,Thursday,261.42105,,,,,815.37718,,,,,,,,,,
2004-11-19,Friday,271.35807,start,0.0129308243507375,100.0,100.0,815.05778,start,0.0091517008522802,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -15.617438419820088, 'GC1_Comdty': -23.19484039377036}","{'CL1_Comdty': 12.185822802289424, 'GC1_Comdty': 1.1626035780981498}",0.0037791234984573003,0.0129308243507375,-0.0091517008522802
2004-11-20,Saturday,271.35807,,,,,815.05778,,,,,,,,,,
2004-11-21,Sunday,271.35807,,,,,815.05778,,,,,,,,,,
2004-11-22,Monday,270.52889,,,,,820.398,,,,,,,,,,
2004-11-23,Tuesday,270.83963,,,,,814.30568,,,,,,,,,,
2004-11-24,Wednesday,271.26534,,,,,809.86087,,,,,,,,,,
2004-11-25,Thursday,271.26534,,,,,809.86087,,,,,,,,,,
2004-11-26,Friday,271.26534,start,-0.0003417256026327,100.0,100.0,809.86087,start,-0.0063761246472612,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -17.63560494003009, 'GC1_Comdty': -21.77072972149538}","{'CL1_Comdty': 20.919965189689673, 'GC1_Comdty': -0.1876402817084494}",0.0060343990446285,-0.0003417256026327,0.0063761246472612
2004-11-27,Saturday,271.26534,,,,,809.86087,,,,,,,,,,
2004-11-28,Sunday,271.26534,,,,,809.86087,,,,,,,,,,
2004-11-29,Monday,271.21207,,,,,812.15661,,,,,,,,,,
2004-11-30,Tuesday,267.82531,,,,,807.6656,,,,,,,,,,
2004-12-01,Wednesday,248.80926,,,,,815.18659,,,,,,,,,,
2004-12-02,Thursday,238.17124,,,,,814.26659,,,,,,,,,,
2004-12-03,Friday,231.31072,start,-0.1472898085689826,100.0,100.0,812.89847,start,0.0037507677090263,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -10.489934039299856, 'GC1_Comdty': -23.0707531474248}","{'CL1_Comdty': 11.17956618102944, 'GC1_Comdty': -0.4254740427764693}",-0.1510405762780089,-0.1472898085689826,-0.0037507677090263
2004-12-04,Saturday,231.31072,,,,,812.89847,,,,,,,,,,
2004-12-05,Sunday,231.31072,,,,,812.89847,,,,,,,,,,
2004-12-06,Monday,233.60042,,,,,810.05335,,,,,,,,,,
2004-12-07,Tuesday,226.11255,,,,,808.91143,,,,,,,,,,
2004-12-08,Wednesday,231.13783,,,,,790.40023,,,,,,,,,,
2004-12-09,Thursday,235.02009,,,,,789.81719,,,,,,,,,,
2004-12-10,Friday,226.13123,start,-0.0223919150828807,100.0,100.0,790.46918,start,-0.0275917483274386,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -9.347512580307615, 'GC1_Comdty': -17.832786979581304}","{'CL1_Comdty': 9.9923713484095, 'GC1_Comdty': -3.0115663311224226}",0.005199833244557899,-0.0223919150828807,0.0275917483274386
2004-12-11,Saturday,226.13123,,,,,790.46918,,,,,,,,,,
2004-12-12,Sunday,226.13123,,,,,790.46918,,,,,,,,,,
2004-12-13,Monday,226.42442,,,,,794.72889,,,,,,,,,,
2004-12-14,Tuesday,231.27668,,,,,790.61332,,,,,,,,,,
2004-12-15,Wednesday,241.23381,,,,,789.16851,,,,,,,,,,
2004-12-16,Thursday,244.75084,,,,,793.611,,,,,,,,,,
2004-12-17,Friday,256.27385,start,0.1332970240333455,100.0,100.0,801.77672,start,0.0143048461421353,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -10.543809209325593, 'GC1_Comdty': -18.04084221677153}","{'CL1_Comdty': 10.263819892312872, 'GC1_Comdty': -2.6558876730359717}",0.11899217789121021,0.1332970240333455,-0.0143048461421353
2004-12-18,Saturday,256.27385,,,,,801.77672,,,,,,,,,,
2004-12-19,Sunday,256.27385,,,,,801.77672,,,,,,,,,,
2004-12-20,Monday,250.96146,,,,,797.42484,,,,,,,,,,
2004-12-21,Tuesday,251.61562,,,,,798.59067,,,,,,,,,,
2004-12-22,Wednesday,243.15226,,,,,795.54089,,,,,,,,,,
2004-12-23,Thursday,241.36872,,,,,793.46529,,,,,,,,,,
2004-12-24,Friday,241.36872,start,-0.0581609477517896,100.0,100.0,793.46529,start,-0.0103662650619239,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -9.44625377656257, 'GC1_Comdty': -17.561355603840866}","{'CL1_Comdty': 10.648390034971158, 'GC1_Comdty': -2.0971010549900124}",-0.0477946826898657,-0.0581609477517896,0.0103662650619239
2004-12-25,Saturday,241.36872,,,,,793.46529,,,,,,,,,,
2004-12-26,Sunday,241.36872,,,,,793.46529,,,,,,,,,,
2004-12-27,Monday,223.57609,,,,,791.70172,,,,,,,,,,
2004-12-28,Tuesday,225.79185,,,,,789.33883,,,,,,,,,,
2004-12-29,Wednesday,236.71198,,,,,777.29148,,,,,,,,,,
2004-12-30,Thursday,234.74893,,,,,776.69654,,,,,,,,,,
2004-12-31,Friday,234.74893,start,-0.0274260475839619,100.0,100.0,776.69654,start,-0.0211335646452788,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -7.504920239528145, 'GC1_Comdty': -13.988504244533297}","{'CL1_Comdty': 9.61821205105079, 'GC1_Comdty': -5.624501689516367}",-0.006292482938683102,-0.0274260475839619,0.0211335646452788
2005-01-01,Saturday,234.74893,,,,,776.69654,,,,,,,,,,
2005-01-02,Sunday,234.74893,,,,,776.69654,,,,,,,,,,
2005-01-03,Monday,230.35536,,,,,770.62356,,,,,,,,,,
2005-01-04,Tuesday,244.24924,,,,,782.88229,,,,,,,,,,
2005-01-05,Wednesday,241.64643,,,,,780.35211,,,,,,,,,,
2005-01-06,Thursday,255.0569,,,,,773.96434,,,,,,,,,,
2005-01-07,Friday,257.49227,start,0.096883679086418,100.0,100.0,779.68719,start,0.0038504742148071,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -10.515448666562765, 'GC1_Comdty': -13.051346293396822}","{'CL1_Comdty': 12.279631871168007, 'GC1_Comdty': -7.587646850665386}",0.0930332048716109,0.096883679086418,-0.0038504742148071
2005-01-08,Saturday,257.49227,,,,,779.68719,,,,,,,,,,
2005-01-09,Sunday,257.49227,,,,,779.68719,,,,,,,,,,
2005-01-10,Monday,255.58518,,,,,775.98961,,,,,,,,,,
2005-01-11,Tuesday,257.18826,,,,,779.85872,,,,,,,,,,
2005-01-12,Wednesday,257.82241,,,,,777.8062,,,,,,,,,,
2005-01-13,Thursday,268.55113,,,,,779.25943,,,,,,,,,,
2005-01-14,Friday,272.9205,start,0.0599172549917711,100.0,100.0,782.48793,start,0.0035921328911406,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -12.300855283896185, 'GC1_Comdty': -13.643741479752022}","{'CL1_Comdty': 14.137735018608877, 'GC1_Comdty': -5.365429887709157}",0.056325122100630495,0.0599172549917711,-0.0035921328911406
2005-01-15,Saturday,272.9205,,,,,782.48793,,,,,,,,,,
2005-01-16,Sunday,272.9205,,,,,782.48793,,,,,,,,,,
2005-01-17,Monday,272.9205,,,,,782.48793,,,,,,,,,,
2005-01-18,Tuesday,273.40502,,,,,784.80364,,,,,,,,,,
2005-01-19,Wednesday,269.19073,,,,,785.82315,,,,,,,,,,
2005-01-20,Thursday,266.46239,,,,,787.16715,,,,,,,,,,
2005-01-21,Friday,266.46239,start,-0.0236629714513932,100.0,100.0,791.37135,start,0.0113527885343867,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -11.874493386483511, 'GC1_Comdty': -15.029478793145959}","{'CL1_Comdty': 13.326138774297679, 'GC1_Comdty': -1.8364381645011876}",-0.035015759985779896,-0.0236629714513932,-0.0113527885343867
2005-01-22,Saturday,266.46239,,,,,791.37135,,,,,,,,,,
2005-01-23,Sunday,266.46239,,,,,791.37135,,,,,,,,,,
2005-01-24,Monday,268.06761,,,,,791.94248,,,,,,,,,,
2005-01-25,Tuesday,274.83333,,,,,789.0082,,,,,,,,,,
2005-01-26,Wednesday,266.95388,,,,,788.76772,,,,,,,,,,
2005-01-27,Thursday,268.30024,,,,,790.65909,,,,,,,,,,
2005-01-28,Friday,259.59632,start,-0.0257675013723326,100.0,100.0,790.99691,start,-0.000473153343244,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -13.052387412383947, 'GC1_Comdty': -15.302881274778008}","{'CL1_Comdty': 16.849974895408884, 'GC1_Comdty': -2.747811318518737}",-0.0252943480290886,-0.0257675013723326,0.000473153343244
2005-01-29,Saturday,259.59632,,,,,790.99691,,,,,,,,,,
2005-01-30,Sunday,259.59632,,,,,790.99691,,,,,,,,,,
2005-01-31,Monday,265.18629,,,,,783.54017,,,,,,,,,,
2005-02-01,Tuesday,260.18286,,,,,784.15163,,,,,,,,,,
2005-02-02,Wednesday,258.1978,,,,,785.52135,,,,,,,,,,
2005-02-03,Thursday,258.76393,,,,,782.89307,,,,,,,,,,
2005-02-04,Friday,260.50268,start,0.0034914208337005,100.0,100.0,782.7516,start,-0.0104239471681373,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -11.323148780401693, 'GC1_Comdty': -14.522686267164154}","{'CL1_Comdty': 15.48635963002145, 'GC1_Comdty': 0.2780391648534255}",0.0139153680018378,0.0034914208337005,0.0104239471681373
2005-02-05,Saturday,260.50268,,,,,782.7516,,,,,,,,,,
2005-02-06,Sunday,260.50268,,,,,782.7516,,,,,,,,,,
2005-02-07,Monday,256.73438,,,,,790.92092,,,,,,,,,,
2005-02-08,Tuesday,256.4895,,,,,785.99111,,,,,,,,,,
2005-02-09,Wednesday,256.42839,,,,,785.14556,,,,,,,,,,
2005-02-10,Thursday,262.73402,,,,,784.30922,,,,,,,,,,
2005-02-11,Friday,264.35751,start,0.0147976596632326,100.0,100.0,794.36349,start,0.0148347061826509,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -11.648351535865988, 'GC1_Comdty': -14.35829010145898}","{'CL1_Comdty': 15.763886121576215, 'GC1_Comdty': -0.5122660467393448}",-3.704651941829895e-05,0.0147976596632326,-0.0148347061826509
2005-02-12,Saturday,264.35751,,,,,794.36349,,,,,,,,,,
2005-02-13,Sunday,264.35751,,,,,794.36349,,,,,,,,,,
2005-02-14,Monday,263.20231,,,,,796.09863,,,,,,,,,,
2005-02-15,Tuesday,260.36486,,,,,790.5157,,,,,,,,,,
2005-02-16,Wednesday,266.01345,,,,,789.04528,,,,,,,,,,
2005-02-17,Thursday,260.32198,,,,,788.12081,,,,,,,,,,
2005-02-18,Friday,264.77982,start,0.0015974957548963,100.0,100.0,787.81968,start,-0.0082378030742576,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -10.796668810475543, 'GC1_Comdty': -14.49230967289537}","{'CL1_Comdty': 12.767914963106042, 'GC1_Comdty': -0.4978402175541844}",0.009835298829153901,0.0015974957548963,0.0082378030742576
2005-02-19,Saturday,264.77982,,,,,787.81968,,,,,,,,,,
2005-02-20,Sunday,264.77982,,,,,787.81968,,,,,,,,,,
2005-02-21,Monday,264.77982,,,,,787.81968,,,,,,,,,,
2005-02-22,Tuesday,275.2092,,,,,787.39654,,,,,,,,,,
2005-02-23,Wednesday,274.55489,,,,,789.90571,,,,,,,,,,
2005-02-24,Thursday,276.54038,,,,,791.48537,,,,,,,,,,
2005-02-25,Friday,276.58028,start,0.0445670670823782,100.0,100.0,790.78753,start,0.0037671691572873,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -13.446868585954272, 'GC1_Comdty': -14.742692506963328}","{'CL1_Comdty': 15.057822825472266, 'GC1_Comdty': 2.987413246760342}",0.0407998979250909,0.0445670670823782,-0.0037671691572873
2005-02-26,Saturday,276.58028,,,,,790.78753,,,,,,,,,,
2005-02-27,Sunday,276.58028,,,,,790.78753,,,,,,,,,,
2005-02-28,Monday,276.68929,,,,,789.83197,,,,,,,,,,
2005-03-01,Tuesday,277.81518,,,,,787.40564,,,,,,,,,,
2005-03-02,Wednesday,287.33088,,,,,793.16192,,,,,,,,,,
2005-03-03,Thursday,291.10995,,,,,790.29001,,,,,,,,,,
2005-03-04,Friday,289.27757,start,0.0459081536832633,-100.0,100.0,790.05704,start,-0.000923750024232,100.0,-100.0,"{'GC1_Comdty': 1.5, 'CL1_Comdty': 1.5}","{'GC1_Comdty': -13.691083757842302, 'CL1_Comdty': -15.101926797009364}","{'CL1_Comdty': 14.937338785933555, 'GC1_Comdty': -0.2509784322763334}",0.0468319037074953,0.0459081536832633,0.000923750024232
2005-03-05,Saturday,289.27757,,,,,790.05704,,,,,,,,,,
2005-03-06,Sunday,289.27757,,,,,790.05704,,,,,,,,,,
2005-03-07,Monday,291.78119,,,,,796.54759,,,,,,,,,,
2005-03-08,Tuesday,292.22593,,,,,797.10972,,,,,,,,,,
2005-03-09,Wednesday,292.10434,,,,,797.40023,,,,,,,,,,
2005-03-10,Thursday,284.77966,,,,,796.16243,,,,,,,,,,
2005-03-11,Friday,288.61072,start,-0.0023052253930369,100.0,-100.0,799.76555,start,0.0122883659134281,-100.0,100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -13.601483556171685, 'GC1_Comdty': -14.216596911095612}","{'CL1_Comdty': 14.093089316716629, 'GC1_Comdty': -0.32830967731398764}",0.014593591306464999,0.0122883659134281,0.0023052253930369
2005-03-12,Saturday,288.61072,,,,,799.76555,,,,,,,,,,
2005-03-13,Sunday,288.61072,,,,,799.76555,,,,,,,,,,
2005-03-14,Monday,294.229,,,,,798.21933,,,,,,,,,,
2005-03-15,Tuesday,295.39857,,,,,799.57423,,,,,,,,,,
2005-03-16,Wednesday,300.12906,,,,,797.11526,,,,,,,,,,
2005-03-17,Thursday,301.03149,,,,,791.17337,,,,,,,,,,
2005-03-18,Friday,304.30753,start,0.0543874808253829,-100.0,100.0,796.35798,start,-0.0042607111546627,100.0,-100.0,"{'GC1_Comdty': 1.5, 'CL1_Comdty': 1.5}","{'GC1_Comdty': -12.865884563980055, 'CL1_Comdty': -15.70422525119893}","{'CL1_Comdty': 16.703233189886674, 'GC1_Comdty': -2.5341346618999334}",0.0586481919800456,0.0543874808253829,0.0042607111546627
2005-03-19,Saturday,304.30753,,,,,796.35798,,,,,,,,,,
2005-03-20,Sunday,304.30753,,,,,796.35798,,,,,,,,,,
2005-03-21,Monday,307.73643,,,,,791.5249,,,,,,,,,,
2005-03-22,Tuesday,299.36554,,,,,790.01215,,,,,,,,,,
2005-03-23,Wednesday,292.34153,,,,,791.76474,,,,,,,,,,
2005-03-24,Thursday,298.68432,,,,,792.63025,,,,,,,,,,
2005-03-25,Friday,298.68432,start,-0.0184787080359134,-100.0,-100.0,792.63025,start,-0.0046809727454479,100.0,100.0,"{'GC1_Comdty': 1.5, 'CL1_Comdty': 1.5}","{'GC1_Comdty': -12.759997416572565, 'CL1_Comdty': -15.69343346368699}","{'CL1_Comdty': 20.650704259119156, 'GC1_Comdty': -6.306942056312646}",0.0137977352904655,-0.0046809727454479,0.0184787080359134
2005-03-26,Saturday,298.68432,,,,,792.63025,,,,,,,,,,
2005-03-27,Sunday,298.68432,,,,,792.63025,,,,,,,,,,
2005-03-28,Monday,295.82947,,,,,798.77872,,,,,,,,,,
2005-03-29,Tuesday,296.2976,,,,,797.38724,,,,,,,,,,
2005-03-30,Wednesday,292.8537,,,,,793.28481,,,,,,,,,,
2005-03-31,Thursday,300.77853,,,,,796.97313,,,,,,,,,,
2005-04-01,Friday,313.21933,start,0.0486634517674044,-100.0,-100.0,797.62368,start,0.0062998226474449,100.0,100.0,"{'GC1_Comdty': 1.5, 'CL1_Comdty': 1.5}","{'GC1_Comdty': -14.83405688850616, 'CL1_Comdty': -15.911987691316893}","{'CL1_Comdty': 24.35325955112942, 'GC1_Comdty': -7.692254443620341}",-0.0423636291199595,0.0062998226474449,-0.0486634517674044
2005-04-02,Saturday,313.21933,,,,,797.62368,,,,,,,,,,
2005-04-03,Sunday,313.21933,,,,,797.62368,,,,,,,,,,
2005-04-04,Monday,313.35038,,,,,797.29194,,,,,,,,,,
2005-04-05,Tuesday,307.1029,,,,,796.04062,,,,,,,,,,
2005-04-06,Wednesday,305.2249,,,,,798.70257,,,,,,,,,,
2005-04-07,Thursday,295.27344,,,,,796.0217,,,,,,,,,,
2005-04-08,Friday,289.99414,start,-0.0741499255489755,100.0,-100.0,794.11326,start,-0.0044010980215633,-100.0,100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -14.633551142672264, 'GC1_Comdty': -14.70934020778604}","{'CL1_Comdty': 16.602105630735213, 'GC1_Comdty': -7.592122776780188}",0.0697488275274122,-0.0044010980215633,0.0741499255489755
2005-04-09,Saturday,289.99414,,,,,794.11326,,,,,,,,,,
2005-04-10,Sunday,289.99414,,,,,794.11326,,,,,,,,,,
2005-04-11,Monday,290.35949,,,,,792.28553,,,,,,,,,,
2005-04-12,Tuesday,283.18376,,,,,798.22497,,,,,,,,,,
2005-04-13,Wednesday,273.93205,,,,,800.51967,,,,,,,,,,
2005-04-14,Thursday,281.72791,,,,,798.51724,,,,,,,,,,
2005-04-15,Friday,275.40481,start,-0.0503090510725493,100.0,100.0,792.16157,start,-0.0024576972811157,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -11.909402809945425, 'GC1_Comdty': -15.686376175341294}","{'CL1_Comdty': 12.300636820700735, 'GC1_Comdty': -0.2851919983855691}",-0.0478513537914336,-0.0503090510725493,0.0024576972811157
2005-04-16,Saturday,275.40481,,,,,792.16157,,,,,,,,,,
2005-04-17,Sunday,275.40481,,,,,792.16157,,,,,,,,,,
2005-04-18,Monday,271.25127,,,,,786.65753,,,,,,,,,,
2005-04-19,Tuesday,281.35339,,,,,795.88794,,,,,,,,,,
2005-04-20,Wednesday,280.56529,,,,,795.57849,,,,,,,,,,
2005-04-21,Thursday,282.90498,,,,,795.48499,,,,,,,,,,
2005-04-22,Friday,288.99432,start,0.0493437641848013,100.0,100.0,797.34574,start,0.0065443341312303,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -12.975590623755021, 'GC1_Comdty': -14.911426398332344}","{'CL1_Comdty': 15.04891085000598, 'GC1_Comdty': -0.8326352442613137}",0.042799430053570994,0.0493437641848013,-0.0065443341312303
2005-04-23,Saturday,288.99432,,,,,797.34574,,,,,,,,,,
2005-04-24,Sunday,288.99432,,,,,797.34574,,,,,,,,,,
2005-04-25,Monday,285.9905,,,,,801.28267,,,,,,,,,,
2005-04-26,Tuesday,284.31413,,,,,807.91291,,,,,,,,,,
2005-04-27,Wednesday,271.13727,,,,,800.10321,,,,,,,,,,
2005-04-28,Thursday,272.22878,,,,,797.70522,,,,,,,,,,
2005-04-29,Friday,261.16418,start,-0.0962999549610526,100.0,100.0,803.65463,start,0.0079123643402171,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -10.667214800930427, 'GC1_Comdty': -15.697140003051267}","{'CL1_Comdty': 12.466343410560599, 'GC1_Comdty': 5.005436314690242}",-0.1042123193012697,-0.0962999549610526,-0.0079123643402171
2005-04-30,Saturday,261.16418,,,,,803.65463,,,,,,,,,,
2005-05-01,Sunday,261.16418,,,,,803.65463,,,,,,,,,,
2005-05-02,Monday,269.15031,,,,,798.32644,,,,,,,,,,
2005-05-03,Tuesday,261.03379,,,,,791.28266,,,,,,,,,,
2005-05-04,Wednesday,263.53869,,,,,793.07819,,,,,,,,,,
2005-05-05,Thursday,267.42025,,,,,794.96852,,,,,,,,,,
2005-05-06,Friday,270.61928,start,0.0362036631516619,100.0,100.0,795.34645,start,-0.0103379980527207,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -9.252934217996108, 'GC1_Comdty': -14.814602367685069}","{'CL1_Comdty': 8.926397384628917, 'GC1_Comdty': 5.520659809906345}",0.046541661204382606,0.0362036631516619,0.0103379980527207
2005-05-07,Saturday,270.61928,,,,,795.34645,,,,,,,,,,
2005-05-08,Sunday,270.61928,,,,,795.34645,,,,,,,,,,
2005-05-09,Monday,276.57657,,,,,796.13843,,,,,,,,,,
2005-05-10,Tuesday,275.59604,,,,,794.56341,,,,,,,,,,
2005-05-11,Wednesday,267.95543,,,,,797.34183,,,,,,,,,,
2005-05-12,Thursday,260.22788,,,,,794.09626,,,,,,,,,,
2005-05-13,Friday,262.61914,start,-0.0295623430821336,100.0,100.0,796.41313,start,0.001341151393836,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -7.669745384524256, 'GC1_Comdty': -14.63916245960893}","{'GC1_Comdty': 8.88942096576323, 'CL1_Comdty': 4.555079401614615}",-0.0309034944759696,-0.0295623430821336,-0.001341151393836
2005-05-14,Saturday,262.61914,,,,,796.41313,,,,,,,,,,
2005-05-15,Sunday,262.61914,,,,,796.41313,,,,,,,,,,
2005-05-16,Monday,261.69561,,,,,791.94778,,,,,,,,,,
2005-05-17,Tuesday,263.31,,,,,791.91863,,,,,,,,,,
2005-05-18,Wednesday,253.62438,,,,,794.51038,,,,,,,,,,
2005-05-19,Thursday,252.86615,,,,,795.6266,,,,,,,,,,
2005-05-20,Friday,254.54983,start,-0.0307262829358135,100.0,100.0,797.06238,start,0.0008152175994385,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -5.995260605488738, 'GC1_Comdty': -15.070970096072717}","{'GC1_Comdty': 9.525551635317335, 'CL1_Comdty': 3.843243119526464}",-0.031541500535252,-0.0307262829358135,-0.0008152175994385
2005-05-21,Saturday,254.54983,,,,,797.06238,,,,,,,,,,
2005-05-22,Sunday,254.54983,,,,,797.06238,,,,,,,,,,
2005-05-23,Monday,256.86402,,,,,794.44012,,,,,,,,,,
2005-05-24,Tuesday,259.1077,,,,,794.67307,,,,,,,,,,
2005-05-25,Wednesday,265.05538,,,,,794.30084,,,,,,,,,,
2005-05-26,Thursday,267.41695,,,,,799.18578,,,,,,,,,,
2005-05-27,Friday,270.45787,start,0.062494797187647,100.0,100.0,798.60341,start,0.0019333869451975,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -9.835435479440987, 'GC1_Comdty': -15.794909249209404}","{'CL1_Comdty': 12.520489736792738, 'GC1_Comdty': 8.24847145127563}",0.0605614102424495,0.062494797187647,-0.0019333869451975
2005-05-28,Saturday,270.45787,,,,,798.60341,,,,,,,,,,
2005-05-29,Sunday,270.45787,,,,,798.60341,,,,,,,,,,
2005-05-30,Monday,270.45787,,,,,798.60341,,,,,,,,,,
2005-05-31,Tuesday,274.32227,,,,,801.44755,,,,,,,,,,
2005-06-01,Wednesday,289.98684,,,,,804.09344,,,,,,,,,,
2005-06-02,Thursday,284.35765,,,,,816.39063,,,,,,,,,,
